scenario_id,scenario_name,scenario_description,model_name,random_seed,num_sub_experiments,mean_test_accuracy,std_test_accuracy,mean_test_top_1_accuracy,std_test_top_1_accuracy,mean_test_top_5_accuracy,std_test_top_5_accuracy,mean_test_f1_weighted,std_test_f1_weighted,mean_train_accuracy,mean_train_top_1_accuracy,mean_train_top_5_accuracy
1.1,Scenario 1.1,"Same platform, same topic",RandomForest,42,9,0.8506375227686704,0.02772921192648145,0.8360655737704918,0.030669322842409336,0.9854280510018215,0.015212470936694065,0.8161505768063145,0.032044313066032844,1.0,1.0,1.0
1.1,Scenario 1.1,"Same platform, same topic",RandomForest,123,9,0.8287795992714027,0.048569368400631634,0.8251366120218578,0.03844603081822483,0.9890710382513661,0.011591914445681119,0.7893139040680024,0.05865485234893447,1.0,1.0,1.0
1.1,Scenario 1.1,"Same platform, same topic",RandomForest,456,9,0.819672131147541,0.03477574333704333,0.8233151183970855,0.029300014466567242,0.9799635701275046,0.01593156255422215,0.7820279295689132,0.039447008793638806,1.0,1.0,1.0
1.2,Scenario 1.2,"Same platform, same topic",RandomForest,42,9,0.8615664845173041,0.02732240437158468,0.8579234972677595,0.02459016393442621,0.9817850637522769,0.01728020579326985,0.8333333333333333,0.029679728118033325,1.0,1.0,1.0
1.2,Scenario 1.2,"Same platform, same topic",RandomForest,123,9,0.843351548269581,0.034882910750829776,0.8306010928961748,0.03278688524590163,0.9726775956284155,0.023183828891362217,0.8066788099574985,0.04031029591969673,1.0,1.0,1.0
1.2,Scenario 1.2,"Same platform, same topic",RandomForest,456,9,0.8324225865209471,0.048338267794956646,0.8342440801457196,0.049482978896925774,0.9708561020036429,0.01593156255422215,0.798334634400208,0.05246466469443469,1.0,1.0,1.0
2.1,Scenario 2.1,"Cross platform, same topic (1-1) (controlled for dataset size)",RandomForest,42,18,0.8333333333333333,0.04291495554495011,0.8378870673952641,0.05057141868028835,0.9854280510018215,0.013645120717962807,0.79605343047966,0.052698730258689125,1.0,1.0,1.0
2.1,Scenario 2.1,"Cross platform, same topic (1-1) (controlled for dataset size)",RandomForest,123,18,0.8205828779599272,0.0458438202530136,0.8214936247723134,0.04050399751141087,0.9863387978142077,0.015140133527586884,0.7807528840315725,0.051969062141437816,1.0,1.0,1.0
2.1,Scenario 2.1,"Cross platform, same topic (1-1) (controlled for dataset size)",RandomForest,456,18,0.8178506375227687,0.04011180325247573,0.8169398907103826,0.0425449921281693,0.9854280510018215,0.01475826458791258,0.7722222222222223,0.049244306397698785,1.0,1.0,1.0
2.2,Scenario 2.2,"Cross platform, same topic (1-1) (controlled for dataset size)",RandomForest,42,18,0.843351548269581,0.05221199743940071,0.8333333333333334,0.06010198371777933,0.9845173041894354,0.01904515351060502,0.8098664238008499,0.05661553159593589,1.0,1.0,1.0
2.2,Scenario 2.2,"Cross platform, same topic (1-1) (controlled for dataset size)",RandomForest,123,18,0.8196721311475409,0.06133864568481871,0.8205828779599271,0.060160406072975715,0.9781420765027321,0.014876806770049692,0.783879781420765,0.06746346322482656,1.0,1.0,1.0
2.2,Scenario 2.2,"Cross platform, same topic (1-1) (controlled for dataset size)",RandomForest,456,18,0.8087431693989071,0.06460225351762477,0.8169398907103825,0.05252226177877037,0.9790528233151183,0.009418248360002332,0.7678983433081793,0.07136951875845016,1.0,1.0,1.0
3.1,Scenario 3.1,"Cross platform, same topic (1-1)",RandomForest,42,18,0.9644808743169399,0.018859794807722218,0.9644808743169399,0.018859794807722218,0.999089253187614,0.0026506625687030957,0.9593590077196635,0.021778668476315533,1.0,1.0,1.0
3.1,Scenario 3.1,"Cross platform, same topic (1-1)",RandomForest,123,18,0.97040072859745,0.017812028429515427,0.97040072859745,0.017812028429515427,0.999089253187614,0.0026506625687030957,0.9662199670396393,0.020766905565244673,1.0,1.0,1.0
3.1,Scenario 3.1,"Cross platform, same topic (1-1)",RandomForest,456,18,0.9681238615664844,0.01883649672000465,0.9681238615664844,0.01883649672000465,1.0,0.0,0.9633662936941627,0.020968560405507687,1.0,1.0,1.0
3.2,Scenario 3.2,"Cross platform, same topic (2-1)",RandomForest,42,9,0.9972677595628414,0.00579595722284056,0.9972677595628414,0.00579595722284056,1.0,0.0,0.9965998785670916,0.0075013698659285675,1.0,1.0,1.0
3.2,Scenario 3.2,"Cross platform, same topic (2-1)",RandomForest,123,9,0.9945355191256829,0.005795957222840559,0.9945355191256829,0.005795957222840559,1.0,0.0,0.9942319368548878,0.006054925369251229,1.0,1.0,1.0
3.2,Scenario 3.2,"Cross platform, same topic (2-1)",RandomForest,456,9,0.9981785063752278,0.00361441435937786,0.9981785063752278,0.00361441435937786,1.0,0.0,0.9980570734669095,0.003855375316669722,1.0,1.0,1.0
4.1,Scenario 4.1,"Cross platform, cross topic (1-1)",RandomForest,42,36,0.951047358834244,0.018843405942722068,0.951047358834244,0.018843405942722068,0.9952185792349728,0.006311247296586361,0.9454094023766153,0.020690441764020465,1.0,1.0,1.0
4.1,Scenario 4.1,"Cross platform, cross topic (1-1)",RandomForest,123,36,0.9544626593806922,0.02049830758079761,0.9544626593806922,0.02049830758079761,0.9943078324225865,0.007542878400695807,0.9484849799057449,0.02182433867686325,1.0,1.0,1.0
4.1,Scenario 4.1,"Cross platform, cross topic (1-1)",RandomForest,456,36,0.9596994535519124,0.018933741889759045,0.9596994535519124,0.018933741889759045,0.9940801457194899,0.006958214635671938,0.9542096741550292,0.0207104782011475,1.0,1.0,1.0
4.2,Scenario 4.2,"Cross platform, cross topic (2-1)",RandomForest,42,18,0.9867941712204007,0.01019084101829847,0.9867941712204007,0.01019084101829847,0.9995446265938069,0.0019319857409468531,0.9852849336455893,0.011661478311227134,1.0,1.0,1.0
4.2,Scenario 4.2,"Cross platform, cross topic (2-1)",RandomForest,123,18,0.9854280510018216,0.013931747304898334,0.9854280510018216,0.013931747304898334,1.0,0.0,0.983940497874924,0.015233977067388276,1.0,1.0,1.0
4.2,Scenario 4.2,"Cross platform, cross topic (2-1)",RandomForest,456,18,0.988615664845173,0.010939002138209997,0.988615664845173,0.010939002138209997,1.0,0.0,0.9875227686703094,0.012035365428195817,1.0,1.0,1.0
5.1,Scenario 5.1,"Same platform, cross topic",RandomForest,42,18,0.8178506375227688,0.04314966041671446,0.8151183970856102,0.04561335132646195,0.9571948998178507,0.023278341427111233,0.7754401942926532,0.051035571099073675,1.0,1.0,1.0
5.1,Scenario 5.1,"Same platform, cross topic",RandomForest,123,18,0.802367941712204,0.042996737335269604,0.807832422586521,0.04764745685412378,0.9744990892531875,0.012849563543109422,0.7599271402550091,0.05114370828554719,1.0,1.0,1.0
5.1,Scenario 5.1,"Same platform, cross topic",RandomForest,456,18,0.8032786885245902,0.031807950824437124,0.7932604735883424,0.037356949073120135,0.9581056466302367,0.02400277043085113,0.7609159510798854,0.03585349954634086,1.0,1.0,1.0
5.2,Scenario 5.2,"Same platform, cross topic",RandomForest,42,18,0.8160291438979964,0.05015288939850102,0.8169398907103826,0.045071007697403256,0.9626593806921675,0.02438393467009766,0.7779772746985862,0.05259990745865812,1.0,1.0,1.0
5.2,Scenario 5.2,"Same platform, cross topic",RandomForest,123,18,0.7969034608378871,0.046073136332900014,0.7887067395264116,0.04459104631015065,0.9581056466302367,0.019657839731816975,0.7515482695810565,0.052366520834729625,1.0,1.0,1.0
5.2,Scenario 5.2,"Same platform, cross topic",RandomForest,456,18,0.7777777777777777,0.05712777431929189,0.7704918032786885,0.05761762486514814,0.9571948998178504,0.023947823154437636,0.7352155434122648,0.06469360607111627,1.0,1.0,1.0
