,user_id,platform_id,session_id,Key.backspaceKey.backspace_median,Key.backspaceKey.backspace_mean,Key.backspaceKey.backspace_stdev,Key.backspaceKey.backspace_q1,Key.backspaceKey.backspace_q3,eKey.space_median,eKey.space_mean,eKey.space_stdev,eKey.space_q1,eKey.space_q3,Key.spacet_median,Key.spacet_mean,Key.spacet_stdev,Key.spacet_q1,Key.spacet_q3,tKey.space_median,tKey.space_mean,tKey.space_stdev,tKey.space_q1,tKey.space_q3,sKey.space_median,sKey.space_mean,sKey.space_stdev,sKey.space_q1,sKey.space_q3,Key.spacea_median,Key.spacea_mean,Key.spacea_stdev,Key.spacea_q1,Key.spacea_q3,th_median,th_mean,th_stdev,th_q1,th_q3,nKey.space_median,nKey.space_mean,nKey.space_stdev,nKey.space_q1,nKey.space_q3,Key.spacei_median,Key.spacei_mean,Key.spacei_stdev,Key.spacei_q1,Key.spacei_q3,Key.spaces_median,Key.spaces_mean,Key.spaces_stdev,Key.spaces_q1,Key.spaces_q3
22,1039,3,[1],176124500.0,230530080.0,159252350.90394616,152225500.0,235923000.0,158082000.0,163949409.0909091,76118036.9704956,107055250.0,215366750.0,552189500.0,575504558.8235294,428721075.06579393,247190250.0,731374250.0,279484000.0,277901750.0,116045677.07615177,199737750.0,357607750.0,162470000.0,245093958.33333334,249061373.54575527,111321250.0,243627500.0,400308500.0,642983062.5,664330385.027987,280227000.0,679376250.0,161174000.0,166097769.23076922,91503139.63436854,92466500.0,221800500.0,211786500.0,243338444.44444445,97536729.15694785,181796750.0,271844250.0,610395000.0,617550375.0,139884730.92910954,486481750.0,748801750.0,528287500.0,814846583.3333334,735513136.5568823,253810750.0,1052222750.0
23,1039,3,[2],197891500.0,314797979.1666667,370401367.33603704,160960000.0,310110250.0,184834500.0,193079250.0,87926150.55651817,132815000.0,248639250.0,558092000.0,646765055.5555556,337323512.82435614,466677250.0,743501000.0,265917000.0,267856850.0,69507940.04088669,218515000.0,308855000.0,227731500.0,297987136.3636364,218723096.08634165,140781500.0,397292250.0,326705500.0,612119576.9230769,881545703.9972317,250092500.0,559601250.0,175912500.0,183293350.0,70840240.72606966,140346250.0,230740000.0,268275500.0,337345166.6666667,174653510.73379225,211938750.0,457259750.0,766285000.0,1664658562.5,1603679141.822152,644687750.0,2022353000.0,592404500.0,718051642.8571428,452874911.5564926,447663250.0,778037250.0
24,1041,1,[1],168810000.0,374023269.2307692,625837159.0192249,131131000.0,248955250.0,131139500.0,205897166.66666666,277608144.5349221,97350000.0,184883000.0,498474500.0,1532377416.6666667,5032120544.939136,297670500.0,797756500.0,215441500.0,219789833.33333334,53244484.7681168,190615500.0,258082750.0,146903000.0,160662833.33333334,102391226.65853207,95109500.0,203992500.0,469677500.0,1149112291.6666667,2121122859.2593598,227888000.0,975134500.0,190638000.0,203184613.63636363,85445449.91189513,157831250.0,235765750.0,162861500.0,170264583.33333334,55806085.92477218,134416250.0,208990000.0,645126500.0,811175375.0,432583934.5660815,585274500.0,867779500.0,617413000.0,845021916.6666666,547235448.5548943,471822500.0,985205500.0
25,1041,1,[2],163067000.0,214648607.14285713,189485990.83740038,109671500.0,211424000.0,154995000.0,294606980.0,329807229.38938075,94106000.0,371646250.0,783505500.0,1202496104.1666667,1197262414.795411,314275000.0,1523922500.0,214763500.0,329566409.09090906,385547001.55159235,176710500.0,262797500.0,133687500.0,152502456.52173913,92988832.48920073,89676500.0,192290500.0,372372500.0,889777785.7142857,941123012.4157025,206699750.0,1259573500.0,192375000.0,206903894.7368421,99554921.20519775,152622750.0,230951750.0,169715000.0,248942791.66666666,251564785.18174982,140286500.0,228330250.0,788686000.0,840003100.0,567433183.8236904,306439250.0,1186737750.0,382343000.0,573652500.0,487855887.5461243,284695500.0,495851250.0
26,1041,2,[1],186796000.0,391130448.2758621,476081075.1319559,141836250.0,450563250.0,139703000.0,158990718.75,92896945.03688765,103312000.0,193036750.0,566323000.0,808009981.4814814,631203685.3392651,298169250.0,1207940000.0,214681500.0,423038950.0,547270408.0353675,182270500.0,271715000.0,156254500.0,263918870.37037036,370664837.5088534,99915250.0,236508000.0,362114000.0,1240668820.0,2107834696.309952,199369500.0,1021423250.0,181533500.0,187877026.31578946,60769092.19807595,153308750.0,226156500.0,172108000.0,168946909.0909091,46206121.61864692,138554000.0,194769500.0,683726000.0,746889300.0,313027964.6116461,495260500.0,838196250.0,865354500.0,947984750.0,490505558.0761165,617516000.0,1241274000.0
27,1041,2,[2],172674000.0,312924928.5714286,418082889.30555886,143678750.0,228374000.0,128604000.0,138622725.80645162,78190356.91537575,90471750.0,176285000.0,479445500.0,929112796.2962962,950413982.1163095,261814000.0,1368513250.0,213032500.0,269588583.3333333,204788467.99266976,184319250.0,261521000.0,133367000.0,227105722.2222222,354893406.91882485,97219750.0,190924000.0,320174000.0,958762363.6363636,1925370853.5159128,207863000.0,591755000.0,185608000.0,185305611.1111111,49879165.389567986,151230250.0,224256250.0,170925000.0,181707750.0,57105947.22439891,142174500.0,207793750.0,859769500.0,1323041250.0,842813369.1894789,653759500.0,2388099250.0,638705500.0,662362312.5,318924892.04517627,363862000.0,880420250.0
28,1041,3,[1],157111000.0,190619361.1111111,115492794.36016603,115485250.0,217270750.0,143792500.0,173192771.42857143,133519210.39302294,88207500.0,197311250.0,1412698000.0,1492928192.3076923,1349896334.824022,447888250.0,1915142500.0,213012500.0,220320807.69230768,52151589.18923772,192617500.0,255089750.0,123539000.0,141625333.33333334,94996629.12667246,90357250.0,173001000.0,1009076500.0,4865956851.851851,14964041826.879879,215424500.0,3858568250.0,176773000.0,175200309.52380952,43909622.41841763,149437000.0,210597250.0,164805500.0,199074821.42857143,122250289.10017045,130956500.0,210052500.0,419186000.0,556187500.0,257469819.7846691,359433000.0,740164750.0,295338500.0,341839375.0,167009475.19934124,218222500.0,447665750.0
29,1041,3,[2],145261500.0,197584940.0,168032423.73302954,125955750.0,198970500.0,122151500.0,148359933.33333334,127785530.20743605,90499250.0,178338250.0,288313000.0,672884222.2222222,817836123.2694225,230732750.0,707562000.0,197722500.0,199207050.0,43634499.41442551,179306250.0,223273250.0,155496500.0,183181611.1111111,129111235.46462026,110901750.0,210197000.0,236571000.0,580603620.0,758438804.4974595,157723000.0,666428000.0,176080000.0,226940750.0,154554320.9831498,146181250.0,227304500.0,159905500.0,217851133.33333334,147607580.53754857,141568250.0,202942250.0,592425000.0,607660750.0,274704691.05117375,397752500.0,820099500.0,415890000.0,388187350.0,141810922.11595514,298423250.0,496339250.0
30,1042,1,[1],151369000.0,221187772.72727272,247200426.67854658,111305500.0,223820750.0,154432500.0,172676062.5,113076089.82200259,100305000.0,243414500.0,254417500.0,387324571.4285714,539948965.343993,162529750.0,391693500.0,143584500.0,153991730.76923078,85937484.60220626,102413500.0,212105000.0,146852500.0,151609375.0,91900950.16570489,67281000.0,216888500.0,241021000.0,595464727.2727273,1348508812.4244003,146912250.0,506698500.0,122877000.0,3257566583.3333335,7022350961.62865,81619250.0,201158250.0,178958500.0,190633078.9473684,110973466.78275506,129515500.0,275541250.0,202791000.0,710264500.0,1393998827.5457094,130871000.0,299038000.0,273589000.0,357728857.14285713,281348006.64577496,188340750.0,419787750.0
31,1042,1,[2],150806000.0,231650545.66210046,285167201.3986654,101859250.0,221498750.0,176851000.0,187602047.1698113,109134463.65157361,109119250.0,265019500.0,181991000.0,207595980.76923078,137853004.4528327,121030250.0,251568500.0,154926500.0,167164803.03030303,94603476.66455926,104358750.0,232695000.0,157271000.0,171791088.2352941,106020672.95007294,111038000.0,262440250.0,264261000.0,608307318.1818181,1457282063.7827067,166436000.0,420842500.0,121341500.0,126330200.0,74602086.69172733,75145750.0,180944500.0,192626000.0,208418766.66666666,128826041.2312364,114755500.0,301943000.0,294363000.0,486785818.1818182,612357883.2889336,157500250.0,523823500.0,215278500.0,250135031.25,178949700.02401936,135575000.0,322362000.0
32,1042,2,[1],163970000.0,320332951.7241379,407833964.0001897,113222500.0,324017500.0,179151000.0,184360734.0425532,104205483.56836362,109215750.0,244023250.0,178161500.0,429930828.94736844,729433814.5894189,111780500.0,295921250.0,144533500.0,177736421.56862745,182388059.93550664,102946750.0,220593500.0,136478500.0,143657818.1818182,86558144.86970665,98995750.0,210098750.0,245229000.0,268343736.84210527,170448429.97635514,154244750.0,352771000.0,100743500.0,99152550.0,65373587.80461342,37130500.0,138906250.0,183415500.0,195886500.0,130185551.23404099,116438750.0,278125750.0,212375000.0,448067687.5,851973674.5783081,132987750.0,327449000.0,308468500.0,329031590.90909094,196668462.4826441,164483000.0,474467250.0
33,1042,2,[2],160961000.0,240615315.78947368,225776089.13641807,108409250.0,273453250.0,174954500.0,186102271.42857143,105564299.30953003,114574500.0,258835500.0,223831500.0,293244309.52380955,271291173.1679318,142834750.0,341286500.0,168706500.0,188279195.6521739,118367770.94277696,117278000.0,253728250.0,169122000.0,183823545.45454547,107971546.86672498,119669750.0,261254000.0,284251500.0,414143125.0,479232735.72173095,158201250.0,518632000.0,130848500.0,144478400.0,92714598.70344044,86272750.0,194839000.0,205468500.0,2825323800.0,9825997161.602577,136779000.0,302304000.0,258328500.0,317869772.72727275,264035564.3855632,155678750.0,370798000.0,190678000.0,223316590.9090909,144951318.49667168,115440250.0,312020250.0
34,1042,3,[1],142940500.0,201761761.26126125,184437535.77469313,105597250.0,227546500.0,161285000.0,184187500.0,112513986.4938305,109903750.0,250460000.0,265804000.0,443442727.27272725,595720454.7428976,148900750.0,486559500.0,139840500.0,144204363.63636363,80282141.15163158,91309250.0,198517000.0,191900500.0,205655593.75,132088731.78091767,119024750.0,292715750.0,310791000.0,684211777.7777778,1068616006.0147272,181378750.0,639382000.0,127666500.0,128620950.0,81332361.46484067,63265750.0,186218000.0,189362500.0,194311961.53846154,108822293.62358855,95875000.0,258963000.0,237885000.0,345041227.27272725,397669396.2230472,138956250.0,341417250.0,277732500.0,337927500.0,311186748.8856534,176411250.0,353937750.0
35,1042,3,[2],148997500.0,231382952.3809524,257137878.3375376,105074000.0,226884000.0,175567000.0,182207058.82352942,103580932.70387828,113419000.0,253435500.0,191257500.0,1409662948.275862,5851780025.349786,126984000.0,268961500.0,136347000.0,148906189.6551724,95351061.16509065,86298750.0,216289750.0,162849000.0,174109230.76923078,106060733.05723967,101687000.0,243615250.0,228077500.0,2528261145.8333335,10416746650.832363,138952250.0,412907750.0,130506500.0,9287181200.0,18337791390.665295,101291000.0,221528000.0,210368000.0,212706038.46153846,111398506.41934146,134133250.0,290812500.0,267032000.0,262496714.2857143,148544639.73255822,157680000.0,346969500.0,195645000.0,215201000.0,131756650.12154035,128181250.0,276002500.0
