						Experiment Description				
4 Scenarios basically		Train	samples per user (train)	Test	samples per user (test)	k=1	k=2	k=3	k=4	k=5
Same platform, same topic	Scenario 1.1	[Pi, Vj, Sk] i={F}, j ={1}, k={1}	1	[Pi, Vj, Sk] i={F}, j ={1}, k={2}	1					
		[Pi, Vj, Sk] i={F}, j ={2}, k={1}	1	[Pi, Vj, Sk] i={F}, j ={2}, k={2}	1					
		[Pi, Vj, Sk] i={F}, j ={3}, k={1}	1	[Pi, Vj, Sk] i={F}, j ={3}, k={2}	1					
		[Pi, Vj, Sk] i={I}, j ={1}, k={1}	1	[Pi, Vj, Sk] i={I}, j ={1}, k={2}	1					
		[Pi, Vj, Sk] i={I}, j ={2}, k={1}	1	[Pi, Vj, Sk] i={I}, j ={2}, k={2}	1					
		[Pi, Vj, Sk] i={I}, j ={3}, k={1}	1	[Pi, Vj, Sk] i={I}, j ={3}, k={2}	1					
		[Pi, Vj, Sk] i={T}, j ={1}, k={1}	1	[Pi, Vj, Sk] i={T}, j ={1}, k={2}	1					
		[Pi, Vj, Sk] i={T}, j ={2}, k={1}	1	[Pi, Vj, Sk] i={T}, j ={2}, k={2}	1					
		[Pi, Vj, Sk] i={T}, j ={3}, k={1}	1	[Pi, Vj, Sk] i={T}, j ={3}, k={2}	1					
		mean								
		std								
	Scenario 1.2	[Pi, Vj, Sk] i={F}, j ={1}, k={2}	1	[Pi, Vj, Sk] i={F}, j ={1}, k={1}	1					
		[Pi, Vj, Sk] i={F}, j ={2}, k={2}	1	[Pi, Vj, Sk] i={F}, j ={2}, k={1}	1					
		[Pi, Vj, Sk] i={F}, j ={3}, k={2}	1	[Pi, Vj, Sk] i={F}, j ={3}, k={1}	1					
		[Pi, Vj, Sk] i={I}, j ={1}, k={2}	1	[Pi, Vj, Sk] i={I}, j ={1}, k={1}	1					
		[Pi, Vj, Sk] i={I}, j ={2}, k={2}	1	[Pi, Vj, Sk] i={I}, j ={2}, k={1}	1					
		[Pi, Vj, Sk] i={I}, j ={3}, k={2}	1	[Pi, Vj, Sk] i={I}, j ={3}, k={1}	1					
		[Pi, Vj, Sk] i={T}, j ={1}, k={2}	1	[Pi, Vj, Sk] i={T}, j ={1}, k={1}	1					
		[Pi, Vj, Sk] i={T}, j ={2}, k={2}	1	[Pi, Vj, Sk] i={T}, j ={2}, k={1}	1					
		[Pi, Vj, Sk] i={T}, j ={3}, k={2}	1	[Pi, Vj, Sk] i={T}, j ={3}, k={1}	1					
		mean								
		std								
mean										
STD										
Cross platform, same topic (1-1) (controlled for dataset size)	Scenario 2.1	[Pi, Vj, Sk] i={F}, j ={1}, k={1}	1	[Pi, Vj, Sk] i={I}, j ={1}, k={2}	1					
		[Pi, Vj, Sk] i={F}, j ={2}, k={1}	1	[Pi, Vj, Sk] i={I}, j ={2}, k={2}	1					
		[Pi, Vj, Sk] i={F}, j ={3}, k={1}	1	[Pi, Vj, Sk] i={I}, j ={3}, k={2}	1					
		[Pi, Vj, Sk] i={F}, j ={1}, k={1}	1	[Pi, Vj, Sk] i={T}, j ={1}, k={2}	1					
		[Pi, Vj, Sk] i={F}, j ={2}, k={1}	1	[Pi, Vj, Sk] i={T}, j ={2}, k={2}	1					
		[Pi, Vj, Sk] i={F}, j ={3}, k={1}	1	[Pi, Vj, Sk] i={T}, j ={3}, k={2}	1					
		[Pi, Vj, Sk] i={I}, j ={1}, k={1}	1	[Pi, Vj, Sk] i={T}, j ={1}, k={2}	1					
		[Pi, Vj, Sk] i={I}, j ={2}, k={1}	1	[Pi, Vj, Sk] i={T}, j ={2}, k={2}	1					
		[Pi, Vj, Sk] i={I}, j ={3}, k={1}	1	[Pi, Vj, Sk] i={T}, j ={3}, k={2}	1					
		[Pi, Vj, Sk] i={I}, j ={1}, k={1}	1	[Pi, Vj, Sk] i={F}, j ={1}, k={2}	1					
		[Pi, Vj, Sk] i={I}, j ={2}, k={1}	1	[Pi, Vj, Sk] i={F}, j ={2}, k={2}	1					
		[Pi, Vj, Sk] i={I}, j ={3}, k={1}	1	[Pi, Vj, Sk] i={F}, j ={3}, k={2}	1					
		[Pi, Vj, Sk] i={T}, j ={1}, k={1}	1	[Pi, Vj, Sk] i={F}, j ={1}, k={2}	1					
		[Pi, Vj, Sk] i={T}, j ={2}, k={1}	1	[Pi, Vj, Sk] i={F}, j ={2}, k={2}	1					
		[Pi, Vj, Sk] i={T}, j ={3}, k={1}	1	[Pi, Vj, Sk] i={F}, j ={3}, k={2}	1					
		[Pi, Vj, Sk] i={T}, j ={1}, k={1}	1	[Pi, Vj, Sk] i={I}, j ={1}, k={2}	1					
		[Pi, Vj, Sk] i={T}, j ={2}, k={1}	1	[Pi, Vj, Sk] i={I}, j ={2}, k={2}	1					
		[Pi, Vj, Sk] i={T}, j ={3}, k={1}	1	[Pi, Vj, Sk] i={I}, j ={3}, k={2}	1					
		mean 								
		std								
	Scenario 2.2	[Pi, Vj, Sk] i={F}, j ={1}, k={2}	1	[Pi, Vj, Sk] i={I}, j ={1}, k={1}	1					
		[Pi, Vj, Sk] i={F}, j ={2}, k={2}	1	[Pi, Vj, Sk] i={I}, j ={2}, k={1}	1					
		[Pi, Vj, Sk] i={F}, j ={3}, k={2}	1	[Pi, Vj, Sk] i={I}, j ={3}, k={1}	1					
		[Pi, Vj, Sk] i={F}, j ={1}, k={2}	1	[Pi, Vj, Sk] i={T}, j ={1}, k={1}	1					
		[Pi, Vj, Sk] i={F}, j ={2}, k={2}	1	[Pi, Vj, Sk] i={T}, j ={2}, k={1}	1					
		[Pi, Vj, Sk] i={F}, j ={3}, k={2}	1	[Pi, Vj, Sk] i={T}, j ={3}, k={1}	1					
		[Pi, Vj, Sk] i={I}, j ={1}, k={2}	1	[Pi, Vj, Sk] i={T}, j ={1}, k={1}	1					
		[Pi, Vj, Sk] i={I}, j ={2}, k={2}	1	[Pi, Vj, Sk] i={T}, j ={2}, k={1}	1					
		[Pi, Vj, Sk] i={I}, j ={3}, k={2}	1	[Pi, Vj, Sk] i={T}, j ={3}, k={1}	1					
		[Pi, Vj, Sk] i={I}, j ={1}, k={2}	1	[Pi, Vj, Sk] i={F}, j ={1}, k={1}	1					
		[Pi, Vj, Sk] i={I}, j ={2}, k={2}	1	[Pi, Vj, Sk] i={F}, j ={2}, k={1}	1					
		[Pi, Vj, Sk] i={I}, j ={3}, k={2}	1	[Pi, Vj, Sk] i={F}, j ={3}, k={1}	1					
		[Pi, Vj, Sk] i={T}, j ={1}, k={2}	1	[Pi, Vj, Sk] i={F}, j ={1}, k={1}	1					
		[Pi, Vj, Sk] i={T}, j ={2}, k={2}	1	[Pi, Vj, Sk] i={F}, j ={2}, k={1}	1					
		[Pi, Vj, Sk] i={T}, j ={3}, k={2}	1	[Pi, Vj, Sk] i={F}, j ={3}, k={1}	1					
		[Pi, Vj, Sk] i={T}, j ={1}, k={2}	1	[Pi, Vj, Sk] i={I}, j ={1}, k={1}	1					
		[Pi, Vj, Sk] i={T}, j ={2}, k={2}	1	[Pi, Vj, Sk] i={I}, j ={2}, k={1}	1					
		[Pi, Vj, Sk] i={T}, j ={3}, k={2}	1	[Pi, Vj, Sk] i={I}, j ={3}, k={1}	1					
		mean 								
		std								
mean										
STD										
Cross platform, same topic (1-1)	Scenario 3.1	[Pi, Vj, Sk] i={F}, j ={1}, k={1 ,2}	2	[Pi, Vj, Sk] i={I}, j ={1}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={F}, j ={2}, k={1 ,2}	2	[Pi, Vj, Sk] i={I}, j ={2}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={F}, j ={3}, k={1 ,2}	2	[Pi, Vj, Sk] i={I}, j ={3}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={F}, j ={1}, k={1 ,2}	2	[Pi, Vj, Sk] i={T}, j ={1}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={F}, j ={2}, k={1 ,2}	2	[Pi, Vj, Sk] i={T}, j ={2}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={F}, j ={3}, k={1 ,2}	2	[Pi, Vj, Sk] i={T}, j ={3}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={I}, j ={1}, k={1 ,2}	2	[Pi, Vj, Sk] i={T}, j ={1}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={I}, j ={2}, k={1 ,2}	2	[Pi, Vj, Sk] i={T}, j ={2}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={I}, j ={3}, k={1 ,2}	2	[Pi, Vj, Sk] i={T}, j ={3}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={I}, j ={1}, k={1 ,2}	2	[Pi, Vj, Sk] i={F}, j ={1}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={I}, j ={2}, k={1 ,2}	2	[Pi, Vj, Sk] i={F}, j ={2}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={I}, j ={3}, k={1 ,2}	2	[Pi, Vj, Sk] i={F}, j ={3}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={T}, j ={1}, k={1 ,2}	2	[Pi, Vj, Sk] i={F}, j ={1}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={T}, j ={2}, k={1 ,2}	2	[Pi, Vj, Sk] i={F}, j ={2}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={T}, j ={3}, k={1 ,2}	2	[Pi, Vj, Sk] i={F}, j ={3}, k={1 ,2}	2					
		[Pi, Vj, Sk] i={T}, j ={1}, k={1 ,2}	2	[Pi, Vj, Sk] i={I}, j ={1}, k={1 ,2}	2					
