model,experiment,random_seed,cross_validation_used,early_stopping,model_path,hyperparameters,train_accuracy,train_f1_weighted,train_f1_macro,train_precision_weighted,train_precision_macro,train_recall_weighted,train_recall_macro,train_top_1_accuracy,train_top_2_accuracy,train_top_3_accuracy,train_top_4_accuracy,train_top_5_accuracy,train_recognition_rate,test_accuracy,test_f1_weighted,test_f1_macro,test_precision_weighted,test_precision_macro,test_recall_weighted,test_recall_macro,test_top_1_accuracy,test_top_2_accuracy,test_top_3_accuracy,test_top_4_accuracy,test_top_5_accuracy,test_recognition_rate
ExtraTrees,S1_vs_S2_All,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_S1_vs_S2_All_2025-08-14_220927_seed123_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 123, 'verbose': 0, 'warm_start': False}",0.8617021276595744,0.8215511324639669,0.7800586510263929,0.8051257253384914,0.7644628099173555,0.8617021276595744,0.8181818181818182,0.8617021276595744,0.9361702127659575,1.0,1.0,1.0,0.8617021276595744,0.6122448979591837,0.5657927456696964,0.5600776674306086,0.5643930049542294,0.5586920655102473,0.6122448979591837,0.606060606060606,0.6020408163265306,0.8571428571428571,1.0,1.0,1.0,0.5918367346938775
GradientBoosting,S1_vs_S2_All,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_S1_vs_S2_All_2025-08-14_220927_seed123_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 123, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.8617021276595744,0.8215511324639669,0.7800586510263929,0.8051257253384914,0.7644628099173555,0.8617021276595744,0.8181818181818182,0.8617021276595744,0.9361702127659575,1.0,1.0,1.0,0.8617021276595744,0.5408163265306123,0.4916925465838509,0.4867259552042161,0.4952868560011417,0.4902839584657766,0.5408163265306123,0.5353535353535354,0.5408163265306123,0.7857142857142857,0.9591836734693877,0.9795918367346939,0.9795918367346939,0.5408163265306123
KNN,S1_vs_S2_All,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_S1_vs_S2_All_2025-08-14_220927_seed123_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.5106382978723404,0.4773140297552392,0.46065011012379437,0.5221345229924502,0.5003258390355164,0.5106382978723404,0.5050505050505051,0.48936170212765956,0.7978723404255319,0.8617021276595744,0.9042553191489362,0.9042553191489362,0.46808510638297873,0.42857142857142855,0.3805219339321352,0.37667827803383086,0.4362995198079232,0.43189245395127746,0.42857142857142855,0.42424242424242425,0.3877551020408163,0.6632653061224489,0.7346938775510204,0.7653061224489796,0.8061224489795918,0.3469387755102041
LogisticRegression,S1_vs_S2_All,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_S1_vs_S2_All_2025-08-14_220927_seed123_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 123, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.30851063829787234,0.25798977305548015,0.24495998653752665,0.28618693736274925,0.2717330516373579,0.30851063829787234,0.29292929292929293,0.30851063829787234,0.6170212765957447,0.8191489361702128,0.8404255319148937,0.8404255319148937,0.30851063829787234,0.22448979591836735,0.16449579831932773,0.1628342245989305,0.230188179167771,0.22786304604486424,0.22448979591836735,0.22222222222222224,0.22448979591836735,0.47959183673469385,0.6530612244897959,0.7244897959183674,0.7653061224489796,0.22448979591836735
RandomForest,S1_vs_S2_All,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",0.8617021276595744,0.8215511324639669,0.7800586510263929,0.8051257253384914,0.7644628099173555,0.8617021276595744,0.8181818181818182,0.8617021276595744,0.9361702127659575,1.0,1.0,1.0,0.8617021276595744,0.6224489795918368,0.5818834676727833,0.5760058568882098,0.5751569858712715,0.5693473193473193,0.6224489795918368,0.6161616161616161,0.6224489795918368,0.8571428571428571,0.9897959183673469,0.9897959183673469,1.0,0.6224489795918368
XGBoost,S1_vs_S2_All,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 0.8}",0.8617021276595744,0.8215511324639669,0.7800586510263929,0.8051257253384914,0.7644628099173555,0.8617021276595744,0.8181818181818182,0.8617021276595744,0.9361702127659575,1.0,1.0,1.0,0.8617021276595744,0.5918367346938775,0.5562807453808591,0.5506617479527697,0.5690345368916797,0.5632867132867133,0.5918367346938775,0.5858585858585859,0.5918367346938775,0.8367346938775511,0.9591836734693877,0.9591836734693877,0.9795918367346939,0.5918367346938775
CatBoost,S1_vs_S2_All,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 1000, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",0.8617021276595744,0.8215511324639669,0.7800586510263929,0.8051257253384914,0.7644628099173555,0.8617021276595744,0.8181818181818182,0.8617021276595744,0.9361702127659575,1.0,1.0,1.0,0.8617021276595744,0.5714285714285714,0.5302762458366805,0.5249199201211584,0.5302424616200127,0.5248864771592043,0.5714285714285714,0.5656565656565656,0.5714285714285714,0.8775510204081632,1.0,1.0,1.0,0.5714285714285714
SVM,S1_vs_S2_All,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'C': 100, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.8617021276595744,0.8215511324639669,0.7800586510263929,0.8051257253384914,0.7644628099173555,0.8617021276595744,0.8181818181818182,0.4787234042553192,0.7872340425531915,1.0,1.0,1.0,0.4787234042553192,0.5306122448979592,0.4784735206980421,0.4736404548324053,0.47114823951558643,0.46638916638916644,0.5306122448979592,0.5252525252525252,0.45918367346938777,0.7244897959183674,0.9489795918367347,0.9897959183673469,0.9897959183673469,0.45918367346938777
MLP,S1_vs_S2_All,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 1, 'early_stopping': True, 'hidden_layer_sizes': [50, 50], 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 2000, 'solver': 'adam'}",0.09574468085106383,0.0167320801487296,0.015887025595763462,0.009167043911272068,0.008704061895551257,0.09574468085106383,0.09090909090909091,0.09574468085106383,0.19148936170212766,0.2872340425531915,0.3829787234042553,0.4787234042553192,0.09574468085106383,0.09183673469387756,0.015449170322334541,0.015293118096856413,0.008433985839233653,0.008348794063079777,0.09183673469387756,0.09090909090909091,0.09183673469387756,0.1836734693877551,0.2755102040816326,0.3673469387755102,0.45918367346938777,0.09183673469387756
NaiveBayes,S1_vs_S2_All,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/naivebayes_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'priors': None, 'var_smoothing': 1e-09}",0.8404255319148937,0.8000085792724777,0.7596041055718475,0.7877176015473888,0.7479338842975206,0.8404255319148937,0.797979797979798,0.8404255319148937,0.9361702127659575,1.0,1.0,1.0,0.8404255319148937,0.5306122448979592,0.4537396250366176,0.4491563965008941,0.49414934555240675,0.48915793802157437,0.5306122448979592,0.5252525252525252,0.5306122448979592,0.7653061224489796,0.9183673469387755,0.9387755102040817,0.9591836734693877,0.5306122448979592
LightGBM,S1_vs_S2_All,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/lightgbm_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 456, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}",0.8617021276595744,0.8215511324639669,0.7800586510263929,0.8051257253384914,0.7644628099173555,0.8617021276595744,0.8181818181818182,0.8617021276595744,0.9361702127659575,1.0,1.0,1.0,0.8617021276595744,0.5612244897959183,0.5251479163093808,0.5198433919022154,0.5283938000774735,0.52305648896558,0.5612244897959183,0.5555555555555555,0.5612244897959183,0.7755102040816326,0.9081632653061225,0.9285714285714286,0.9591836734693877,0.5612244897959183
ExtraTrees,S1_vs_S2_All,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 456, 'verbose': 0, 'warm_start': False}",0.8617021276595744,0.8215511324639669,0.7800586510263929,0.8051257253384914,0.7644628099173555,0.8617021276595744,0.8181818181818182,0.8617021276595744,0.9361702127659575,1.0,1.0,1.0,0.8617021276595744,0.6122448979591837,0.5638485708705901,0.5581531307607863,0.5572804746274134,0.5516513789241062,0.6122448979591837,0.6060606060606061,0.6020408163265306,0.8571428571428571,0.9897959183673469,1.0,1.0,0.6020408163265306
GradientBoosting,S1_vs_S2_All,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 456, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.8617021276595744,0.8215511324639669,0.7800586510263929,0.8051257253384914,0.7644628099173555,0.8617021276595744,0.8181818181818182,0.8617021276595744,0.9361702127659575,1.0,1.0,1.0,0.8617021276595744,0.5408163265306123,0.4921821599453177,0.4872106229761732,0.49399529042386187,0.48900543900543897,0.5408163265306123,0.5353535353535354,0.5408163265306123,0.7653061224489796,0.9489795918367347,0.9795918367346939,0.9795918367346939,0.5408163265306123
KNN,S1_vs_S2_All,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.5106382978723404,0.4773140297552392,0.46065011012379437,0.5221345229924502,0.5003258390355164,0.5106382978723404,0.5050505050505051,0.48936170212765956,0.7978723404255319,0.8617021276595744,0.9042553191489362,0.9042553191489362,0.46808510638297873,0.42857142857142855,0.3805219339321352,0.37667827803383086,0.4362995198079232,0.43189245395127746,0.42857142857142855,0.42424242424242425,0.3877551020408163,0.6632653061224489,0.7346938775510204,0.7653061224489796,0.8061224489795918,0.3469387755102041
LogisticRegression,S1_vs_S2_All,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_S1_vs_S2_All_2025-08-14_220927_seed456_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 456, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.30851063829787234,0.25798977305548015,0.24495998653752665,0.28618693736274925,0.2717330516373579,0.30851063829787234,0.29292929292929293,0.30851063829787234,0.6170212765957447,0.8191489361702128,0.8404255319148937,0.8404255319148937,0.30851063829787234,0.22448979591836735,0.16449579831932773,0.1628342245989305,0.230188179167771,0.22786304604486424,0.22448979591836735,0.22222222222222224,0.22448979591836735,0.47959183673469385,0.6530612244897959,0.7244897959183674,0.7653061224489796,0.22448979591836735
RandomForest,FI_vs_T,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.8372093023255814,0.7937984496124031,0.7757575757575758,0.7780126849894291,0.7603305785123967,0.8372093023255814,0.8181818181818182,0.8372093023255814,0.9224806201550387,1.0,1.0,1.0,0.8372093023255814,0.6666666666666666,0.6213310499024784,0.5930887294523658,0.638095238095238,0.609090909090909,0.6666666666666666,0.6363636363636362,0.6666666666666666,0.8571428571428571,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.6666666666666666
XGBoost,FI_vs_T,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'colsample_bytree': 1.0, 'device': 'cpu', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 0.8}",0.8372093023255814,0.7937984496124031,0.7757575757575758,0.7780126849894291,0.7603305785123967,0.8372093023255814,0.8181818181818182,0.8372093023255814,0.9224806201550387,1.0,1.0,1.0,0.8372093023255814,0.6349206349206349,0.5907172192886478,0.5638664365937093,0.5804988662131519,0.5541125541125541,0.6349206349206349,0.606060606060606,0.6349206349206349,0.8253968253968254,0.9841269841269841,1.0,1.0,0.6349206349206349
CatBoost,FI_vs_T,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 1000, 'l2_leaf_reg': 1, 'learning_rate': 0.05}",0.8372093023255814,0.7937984496124031,0.7757575757575758,0.7780126849894291,0.7603305785123967,0.8372093023255814,0.8181818181818182,0.8372093023255814,0.9224806201550387,1.0,1.0,1.0,0.8372093023255814,0.5873015873015873,0.5361574933003505,0.5117866981503345,0.5335978835978836,0.5093434343434343,0.5873015873015873,0.5606060606060606,0.5873015873015873,0.8571428571428571,1.0,1.0,1.0,0.5873015873015873
SVM,FI_vs_T,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.7054263565891473,0.6630874150762754,0.6480172465518147,0.7008855929152566,0.6849563748944554,0.7054263565891473,0.6893939393939393,0.4883720930232558,0.8294573643410853,1.0,1.0,1.0,0.4883720930232558,0.5555555555555556,0.4879263593549308,0.4657478884751612,0.5392290249433107,0.5147186147186148,0.5555555555555556,0.5303030303030303,0.42857142857142855,0.7142857142857143,0.9206349206349206,0.9523809523809523,0.9682539682539683,0.42857142857142855
MLP,FI_vs_T,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 36, 'early_stopping': True, 'hidden_layer_sizes': [50], 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'}",0.09302325581395349,0.015833745670460166,0.015473887814313346,0.008653326122228232,0.008456659619450317,0.09302325581395349,0.09090909090909091,0.09302325581395349,0.17829457364341086,0.2558139534883721,0.3488372093023256,0.4418604651162791,0.09302325581395349,0.09523809523809523,0.016563146997929608,0.015810276679841896,0.009070294784580499,0.008658008658008658,0.09523809523809523,0.09090909090909091,0.09523809523809523,0.1746031746031746,0.23809523809523808,0.3333333333333333,0.42857142857142855,0.09523809523809523
NaiveBayes,FI_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/naivebayes_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'priors': None, 'var_smoothing': 1e-09}",0.7751937984496124,0.7308565650729453,0.7142461885940146,0.7242370033067708,0.7077770714134352,0.7751937984496124,0.7575757575757575,0.7751937984496124,0.9069767441860465,1.0,1.0,1.0,0.7751937984496124,0.5079365079365079,0.44715813287241857,0.42683276319639957,0.43287981859410435,0.4132034632034632,0.5079365079365079,0.4848484848484849,0.5079365079365079,0.7619047619047619,0.8888888888888888,0.9047619047619048,0.9523809523809523,0.5079365079365079
LightGBM,FI_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/lightgbm_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 42, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}",0.8372093023255814,0.7937984496124031,0.7757575757575758,0.7780126849894291,0.7603305785123967,0.8372093023255814,0.8181818181818182,0.8372093023255814,0.9224806201550387,1.0,1.0,1.0,0.8372093023255814,0.6190476190476191,0.5795558938416081,0.5532124441215351,0.5838246409674981,0.5572871572871573,0.6190476190476191,0.5909090909090908,0.6190476190476191,0.8888888888888888,0.9841269841269841,0.9841269841269841,1.0,0.6190476190476191
ExtraTrees,FI_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",0.8372093023255814,0.7937984496124031,0.7757575757575758,0.7780126849894291,0.7603305785123967,0.8372093023255814,0.8181818181818182,0.8372093023255814,0.9224806201550387,1.0,1.0,1.0,0.8372093023255814,0.6190476190476191,0.5692561406847122,0.5433808615626797,0.5824263038548753,0.5559523809523809,0.6190476190476191,0.5909090909090908,0.6031746031746031,0.8888888888888888,1.0,1.0,1.0,0.6031746031746031
GradientBoosting,FI_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 42, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.8372093023255814,0.7937984496124031,0.7757575757575758,0.7780126849894291,0.7603305785123967,0.8372093023255814,0.8181818181818182,0.8372093023255814,0.9224806201550387,1.0,1.0,1.0,0.8372093023255814,0.5873015873015873,0.5438688295831153,0.5191475191475191,0.5448979591836735,0.5201298701298701,0.5873015873015873,0.5606060606060606,0.5873015873015873,0.7619047619047619,0.9365079365079365,1.0,1.0,0.5873015873015873
KNN,FI_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.5503875968992248,0.5263107777408766,0.5174355889089433,0.5679148241232675,0.5569456535256808,0.5503875968992248,0.5454545454545455,0.5503875968992248,0.8372093023255814,0.8914728682170543,0.9069767441860465,0.9069767441860465,0.49612403100775193,0.49206349206349204,0.4529621747013052,0.43896060022542227,0.45923406399596883,0.44256854256854256,0.49206349206349204,0.4848484848484848,0.49206349206349204,0.7619047619047619,0.7936507936507936,0.8095238095238095,0.8095238095238095,0.4444444444444444
LogisticRegression,FI_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_FI_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.27906976744186046,0.2648270945700566,0.2588082969661917,0.43559104061729714,0.42569124423963134,0.27906976744186046,0.2727272727272727,0.27906976744186046,0.5426356589147286,0.7441860465116279,0.7751937984496124,0.7906976744186046,0.27906976744186046,0.23809523809523808,0.19205858389531857,0.18332864826371323,0.2244001476559616,0.214200140944327,0.23809523809523808,0.22727272727272727,0.23809523809523808,0.47619047619047616,0.6349206349206349,0.6825396825396826,0.746031746031746,0.23809523809523808
RandomForest,FI_vs_T,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_FI_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8372093023255814,0.7937984496124031,0.7757575757575758,0.7780126849894291,0.7603305785123967,0.8372093023255814,0.8181818181818182,0.8372093023255814,0.9224806201550387,1.0,1.0,1.0,0.8372093023255814,0.6190476190476191,0.5700859986574273,0.5441729987184533,0.5628117913832199,0.5372294372294371,0.6190476190476191,0.5909090909090909,0.6349206349206349,0.8571428571428571,0.9682539682539683,0.9841269841269841,1.0,0.6190476190476191
XGBoost,FI_vs_T,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_FI_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 0.8}",0.8372093023255814,0.7937984496124031,0.7757575757575758,0.7780126849894291,0.7603305785123967,0.8372093023255814,0.8181818181818182,0.8372093023255814,0.9224806201550387,1.0,1.0,1.0,0.8372093023255814,0.6190476190476191,0.575895004466433,0.549717958808868,0.5746031746031747,0.5484848484848484,0.6190476190476191,0.5909090909090909,0.6190476190476191,0.8571428571428571,0.9682539682539683,1.0,1.0,0.6190476190476191
CatBoost,FI_vs_T,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_FI_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 1000, 'l2_leaf_reg': 5, 'learning_rate': 0.05}",0.8372093023255814,0.7937984496124031,0.7757575757575758,0.7780126849894291,0.7603305785123967,0.8372093023255814,0.8181818181818182,0.8372093023255814,0.9224806201550387,1.0,1.0,1.0,0.8372093023255814,0.5873015873015873,0.5416530559387703,0.517032462487008,0.5375283446712018,0.513095238095238,0.5873015873015873,0.5606060606060606,0.5873015873015873,0.9047619047619048,0.9841269841269841,1.0,1.0,0.5873015873015873
SVM,FI_vs_T,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_FI_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'C': 100, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.8372093023255814,0.7937984496124031,0.7757575757575758,0.7780126849894291,0.7603305785123967,0.8372093023255814,0.8181818181818182,0.6589147286821705,0.9147286821705426,1.0,1.0,1.0,0.6589147286821705,0.5396825396825397,0.475647228588405,0.4540269000162048,0.4885281385281385,0.46632231404958674,0.5396825396825397,0.5151515151515151,0.5555555555555556,0.7777777777777778,0.9523809523809523,0.9523809523809523,0.9682539682539683,0.5555555555555556
MLP,FI_vs_T,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_FI_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 36, 'early_stopping': True, 'hidden_layer_sizes': [100], 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'}",0.09302325581395349,0.015833745670460166,0.015473887814313346,0.008653326122228232,0.008456659619450317,0.09302325581395349,0.09090909090909091,0.09302325581395349,0.18604651162790697,0.27906976744186046,0.37209302325581395,0.46511627906976744,0.09302325581395349,0.09523809523809523,0.016563146997929608,0.015810276679841896,0.009070294784580499,0.008658008658008658,0.09523809523809523,0.09090909090909091,0.09523809523809523,0.19047619047619047,0.2857142857142857,0.38095238095238093,0.47619047619047616,0.09523809523809523
