model,experiment,random_seed,cross_validation_used,early_stopping,model_path,hyperparameters,train_accuracy,train_f1_weighted,train_f1_macro,train_precision_weighted,train_precision_macro,train_recall_weighted,train_recall_macro,train_top_1_accuracy,train_top_2_accuracy,train_top_3_accuracy,train_top_4_accuracy,train_top_5_accuracy,train_recognition_rate,test_accuracy,test_f1_weighted,test_f1_macro,test_precision_weighted,test_precision_macro,test_recall_weighted,test_recall_macro,test_top_1_accuracy,test_top_2_accuracy,test_top_3_accuracy,test_top_4_accuracy,test_top_5_accuracy,test_recognition_rate
CatBoost,IT_vs_F,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_IT_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 1000, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.921875,1.0,1.0,1.0,0.84375,0.5625,0.5060200216450217,0.4906860815951725,0.50859375,0.4931818181818182,0.5625,0.5454545454545455,0.5625,0.828125,0.984375,0.984375,1.0,0.5625
SVM,IT_vs_F,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_IT_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'poly'}",0.65625,0.6073676323676324,0.5889625525989163,0.6928943452380952,0.6718975468975469,0.65625,0.6363636363636364,0.515625,0.78125,0.9921875,1.0,1.0,0.515625,0.46875,0.39968781218781224,0.38757606030333297,0.4446428571428571,0.4311688311688311,0.46875,0.45454545454545453,0.484375,0.6875,0.9375,0.9375,0.953125,0.484375
MLP,IT_vs_F,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_IT_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 36, 'early_stopping': True, 'hidden_layer_sizes': [50], 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'}",0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.171875,0.265625,0.359375,0.453125,0.09375,0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.1875,0.28125,0.375,0.46875,0.09375
NaiveBayes,IT_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/naivebayes_IT_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'priors': None, 'var_smoothing': 1e-09}",0.78125,0.7388060309255962,0.7164179693823963,0.7322544642857143,0.710064935064935,0.78125,0.7575757575757575,0.78125,0.9140625,1.0,1.0,1.0,0.78125,0.609375,0.5623782467532467,0.545336481700118,0.55703125,0.5401515151515152,0.609375,0.5909090909090908,0.609375,0.765625,0.921875,0.984375,0.984375,0.609375
LightGBM,IT_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/lightgbm_IT_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 456, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.921875,1.0,1.0,1.0,0.84375,0.5625,0.5159752930892637,0.5003396781471647,0.5474499458874459,0.5308605535878264,0.5625,0.5454545454545454,0.5625,0.75,0.875,0.890625,0.921875,0.5625
ExtraTrees,IT_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_IT_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 456, 'verbose': 0, 'warm_start': False}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.921875,1.0,1.0,1.0,0.84375,0.625,0.5760533737096237,0.5585972108699382,0.5848214285714286,0.567099567099567,0.625,0.606060606060606,0.625,0.84375,1.0,1.0,1.0,0.625
GradientBoosting,IT_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_IT_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 456, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.921875,1.0,1.0,1.0,0.84375,0.5625,0.4997049825174826,0.48456240728968003,0.4897693452380952,0.4749278499278499,0.5625,0.5454545454545454,0.5625,0.796875,0.9375,0.953125,1.0,0.5625
KNN,IT_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_IT_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.5703125,0.5422062014257243,0.5323633257566969,0.57285644271664,0.5597059107824657,0.5703125,0.5681818181818182,0.5625,0.8125,0.875,0.8984375,0.90625,0.5078125,0.453125,0.4211647727272727,0.4084022038567493,0.44375000000000003,0.4303030303030303,0.453125,0.4393939393939394,0.4375,0.65625,0.734375,0.796875,0.8125,0.40625
LogisticRegression,IT_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_IT_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 456, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.21875,0.359375,0.5078125,0.625,0.09375,0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.1875,0.328125,0.515625,0.5625,0.09375
RandomForest,F_vs_I,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.6307692307692307,0.5866220735785953,0.5777338603425559,0.591553544494721,0.5825906120023766,0.6307692307692307,0.6212121212121212,0.6307692307692307,0.8923076923076924,0.9846153846153847,0.9846153846153847,1.0,0.6307692307692307
XGBoost,F_vs_I,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 0.8}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.47692307692307695,0.44366349369693847,0.43694131955001525,0.4743374272786038,0.4671504965622612,0.47692307692307695,0.4696969696969697,0.47692307692307695,0.7384615384615385,0.8923076923076924,0.9076923076923077,0.9230769230769231,0.47692307692307695
CatBoost,F_vs_I,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 1000, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.5230769230769231,0.47821409359870903,0.4778554778554778,0.48533505709976293,0.48243782361429427,0.5230769230769231,0.5303030303030303,0.5384615384615384,0.8615384615384616,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.4461538461538462
SVM,F_vs_I,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'C': 0.1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.703125,0.658795348673066,0.6388318532587308,0.7112132352941176,0.6896613190730837,0.703125,0.6818181818181819,0.0,0.0,0.0,0.0,0.0625,0.0,0.4461538461538462,0.38593432208816825,0.3869738847011574,0.45339366515837104,0.45098039215686275,0.4461538461538462,0.45454545454545464,0.0,0.0,0.0,0.015384615384615385,0.13846153846153847,0.0
MLP,F_vs_I,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 36, 'early_stopping': True, 'hidden_layer_sizes': [50], 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'}",0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.1875,0.25,0.34375,0.4375,0.09375,0.09230769230769231,0.015601300108342361,0.015364916773367477,0.008520710059171599,0.008391608391608392,0.09230769230769231,0.09090909090909091,0.09230769230769231,0.16923076923076924,0.26153846153846155,0.35384615384615387,0.4461538461538462,0.09230769230769231
NaiveBayes,F_vs_I,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/naivebayes_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'priors': None, 'var_smoothing': 1e-09}",0.828125,0.7854020979020979,0.761602034329307,0.7717633928571428,0.7483766233766235,0.828125,0.8030303030303031,0.828125,0.9375,1.0,1.0,1.0,0.734375,0.5384615384615384,0.49730884500115263,0.49666091484273306,0.5160310277957336,0.5126687038451745,0.5384615384615384,0.5454545454545454,0.5538461538461539,0.7230769230769231,0.8769230769230769,0.9384615384615385,0.9692307692307692,0.46153846153846156
LightGBM,F_vs_I,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/lightgbm_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 42, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.47692307692307695,0.4361241322779784,0.43582932219295856,0.4972026219394641,0.49365648970912124,0.47692307692307695,0.4848484848484849,0.49230769230769234,0.7538461538461538,0.8615384615384616,0.8615384615384616,0.8923076923076924,0.4
ExtraTrees,F_vs_I,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.5384615384615384,0.4983378160301237,0.4976742954015681,0.5160310277957336,0.5126687038451745,0.5384615384615384,0.5454545454545454,0.5538461538461539,0.8461538461538461,1.0,1.0,1.0,0.4461538461538462
GradientBoosting,F_vs_I,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 42, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.4307692307692308,0.385176362099439,0.3862274089546817,0.38691014867485457,0.38550420168067223,0.4307692307692308,0.4393939393939394,0.4461538461538462,0.676923076923077,0.8,0.8769230769230769,0.8769230769230769,0.35384615384615387
KNN,F_vs_I,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.453125,0.4374387254901961,0.42418300653594776,0.5769886363636363,0.5595041322314049,0.453125,0.4393939393939394,0.515625,0.8125,0.890625,0.90625,0.90625,0.421875,0.3230769230769231,0.31027195027195026,0.3097796143250689,0.415483870967742,0.4116324535679375,0.3230769230769231,0.33333333333333337,0.3230769230769231,0.5846153846153846,0.6923076923076923,0.7692307692307693,0.8,0.3076923076923077
LogisticRegression,F_vs_I,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_F_vs_I_2025-08-14_220927_seed42_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.4375,0.3899350649350649,0.37811885084612357,0.49375,0.4787878787878787,0.4375,0.42424242424242425,0.4375,0.625,0.8125,0.921875,0.921875,0.4375,0.2923076923076923,0.2378006307418072,0.23419759088208283,0.2583874948580831,0.25447253281477883,0.2923076923076923,0.28787878787878785,0.2923076923076923,0.5692307692307692,0.6923076923076923,0.8307692307692308,0.8615384615384616,0.2923076923076923
RandomForest,F_vs_I,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.6307692307692307,0.5865721235286453,0.5776846671115445,0.5910407239819006,0.5820855614973263,0.6307692307692307,0.6212121212121212,0.6307692307692307,0.8615384615384616,1.0,1.0,1.0,0.6153846153846154
XGBoost,F_vs_I,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 0.8}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.4461538461538462,0.40298901098901097,0.3968831168831169,0.4701754385964912,0.4630515683147261,0.4461538461538462,0.43939393939393945,0.4461538461538462,0.7076923076923077,0.8769230769230769,0.8769230769230769,0.8923076923076924,0.4461538461538462
CatBoost,F_vs_I,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'border_count': 32, 'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.5076923076923077,0.46451919121602375,0.46436807399374236,0.47864841041311623,0.475852489756233,0.5076923076923077,0.5151515151515151,0.5230769230769231,0.8461538461538461,0.9846153846153847,1.0,1.0,0.4307692307692308
SVM,F_vs_I,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.765625,0.7221918706293706,0.7003072684890866,0.7342633928571428,0.712012987012987,0.765625,0.7424242424242425,0.5625,0.796875,0.953125,0.96875,0.984375,0.5625,0.46153846153846156,0.3962942879141974,0.3902898290064066,0.4658331142541669,0.4587750367654673,0.46153846153846156,0.45454545454545464,0.4153846153846154,0.6923076923076923,0.8615384615384616,0.9692307692307692,0.9692307692307692,0.4153846153846154
MLP,F_vs_I,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 36, 'early_stopping': True, 'hidden_layer_sizes': [50], 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 2000, 'solver': 'adam'}",0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.1875,0.28125,0.34375,0.4375,0.09375,0.09230769230769231,0.015601300108342361,0.015364916773367477,0.008520710059171599,0.008391608391608392,0.09230769230769231,0.09090909090909091,0.09230769230769231,0.18461538461538463,0.27692307692307694,0.36923076923076925,0.46153846153846156,0.09230769230769231
NaiveBayes,F_vs_I,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/naivebayes_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'priors': None, 'var_smoothing': 1e-09}",0.828125,0.7854020979020979,0.761602034329307,0.7717633928571428,0.7483766233766235,0.828125,0.8030303030303031,0.828125,0.9375,1.0,1.0,1.0,0.734375,0.5384615384615384,0.49730884500115263,0.49666091484273306,0.5160310277957336,0.5126687038451745,0.5384615384615384,0.5454545454545454,0.5538461538461539,0.7230769230769231,0.8769230769230769,0.9384615384615385,0.9692307692307692,0.46153846153846156
LightGBM,F_vs_I,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/lightgbm_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 123, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.47692307692307695,0.4361241322779784,0.43582932219295856,0.4972026219394641,0.49365648970912124,0.47692307692307695,0.4848484848484849,0.49230769230769234,0.7538461538461538,0.8615384615384616,0.8615384615384616,0.8923076923076924,0.4
ExtraTrees,F_vs_I,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 123, 'verbose': 0, 'warm_start': False}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.5846153846153846,0.542119419042496,0.5407925407925408,0.5307563025210085,0.5271708683473388,0.5846153846153846,0.5909090909090909,0.6,0.8307692307692308,1.0,1.0,1.0,0.5076923076923077
GradientBoosting,F_vs_I,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 123, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.4153846153846154,0.37369553523399685,0.3749205340114431,0.37998707175177765,0.37868601986249045,0.4153846153846154,0.4242424242424242,0.4307692307692308,0.676923076923077,0.8,0.8769230769230769,0.8923076923076924,0.3384615384615385
KNN,F_vs_I,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.453125,0.4374387254901961,0.42418300653594776,0.5769886363636363,0.5595041322314049,0.453125,0.4393939393939394,0.515625,0.8125,0.890625,0.90625,0.90625,0.421875,0.3230769230769231,0.31027195027195026,0.3097796143250689,0.415483870967742,0.4116324535679375,0.3230769230769231,0.33333333333333337,0.3230769230769231,0.5846153846153846,0.6923076923076923,0.7692307692307693,0.8,0.3076923076923077
LogisticRegression,F_vs_I,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_F_vs_I_2025-08-14_220927_seed123_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 123, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.4375,0.3899350649350649,0.37811885084612357,0.49375,0.4787878787878787,0.4375,0.42424242424242425,0.4375,0.625,0.8125,0.921875,0.921875,0.4375,0.2923076923076923,0.2378006307418072,0.23419759088208283,0.2583874948580831,0.25447253281477883,0.2923076923076923,0.28787878787878785,0.2923076923076923,0.5692307692307692,0.6923076923076923,0.8307692307692308,0.8615384615384616,0.2923076923076923
RandomForest,F_vs_I,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_F_vs_I_2025-08-14_220927_seed456_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.5846153846153846,0.5383718622514609,0.5302147128234085,0.54045464339582,0.5322659366777014,0.5846153846153846,0.5757575757575757,0.5846153846153846,0.8923076923076924,0.9846153846153847,0.9846153846153847,1.0,0.5846153846153846
XGBoost,F_vs_I,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_F_vs_I_2025-08-14_220927_seed456_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 0.8}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.46153846153846156,0.42963805425343893,0.43001543910634826,0.4810859728506787,0.4782531194295899,0.46153846153846156,0.4696969696969697,0.46153846153846156,0.7076923076923077,0.8615384615384616,0.8615384615384616,0.8923076923076924,0.46153846153846156
CatBoost,F_vs_I,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_F_vs_I_2025-08-14_220927_seed456_early_stop.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 1000, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.5384615384615384,0.4959522528753298,0.49532487714305895,0.5066537384184443,0.5034334946099652,0.5384615384615384,0.5454545454545454,0.5384615384615384,0.8461538461538461,0.9692307692307692,0.9846153846153847,1.0,0.5384615384615384
SVM,F_vs_I,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_F_vs_I_2025-08-14_220927_seed456_early_stop.pkl,"{'C': 0.1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.703125,0.658795348673066,0.6388318532587308,0.7112132352941176,0.6896613190730837,0.703125,0.6818181818181819,0.0,0.0,0.0,0.0,0.078125,0.0,0.4461538461538462,0.38593432208816825,0.3869738847011574,0.45339366515837104,0.45098039215686275,0.4461538461538462,0.45454545454545464,0.0,0.015384615384615385,0.015384615384615385,0.09230769230769231,0.2153846153846154,0.0
