scenario_id,sub_experiment,seed,pca_top1,pca_top5,rf_top1,rf_top5,baseline_top1,baseline_top5,n_pca_features,n_rf_features
1.1,S1.1_F_1_S1toS2,42,0.6721311475409836,0.8852459016393442,0.7377049180327869,0.9344262295081968,0.7868852459016393,0.9672131147540984,384,10
1.1,S1.1_F_1_S1toS2,123,0.5901639344262295,0.9016393442622951,0.7377049180327869,0.9344262295081968,0.7704918032786885,0.9672131147540984,384,10
1.1,S1.1_F_1_S1toS2,456,0.6885245901639344,0.9180327868852459,0.7540983606557377,0.9344262295081968,0.8360655737704918,0.9836065573770492,384,10
1.1,S1.1_F_2_S1toS2,42,0.6229508196721312,0.9344262295081968,0.7540983606557377,0.9836065573770492,0.8688524590163934,1.0,384,10
1.1,S1.1_F_2_S1toS2,123,0.6885245901639344,0.9836065573770492,0.7704918032786885,0.9672131147540983,0.7704918032786885,1.0,384,10
1.1,S1.1_F_2_S1toS2,456,0.6065573770491803,0.9344262295081968,0.7540983606557377,0.9836065573770492,0.8524590163934426,1.0,384,10
1.1,S1.1_F_3_S1toS2,42,0.7377049180327869,0.9672131147540983,0.6885245901639344,0.9344262295081968,0.8852459016393442,0.9836065573770492,384,10
1.1,S1.1_F_3_S1toS2,123,0.7540983606557377,0.9672131147540983,0.7049180327868853,0.9344262295081968,0.8524590163934426,0.9836065573770492,384,10
1.1,S1.1_F_3_S1toS2,456,0.7540983606557377,0.9508196721311475,0.7213114754098361,0.9344262295081968,0.8524590163934426,1.0,384,10
1.1,S1.1_I_1_S1toS2,42,0.639344262295082,0.9180327868852459,0.8032786885245902,0.9344262295081968,0.819672131147541,1.0,384,10
1.1,S1.1_I_1_S1toS2,123,0.639344262295082,0.9344262295081968,0.8032786885245902,0.9180327868852459,0.8360655737704918,0.9836065573770492,384,10
1.1,S1.1_I_1_S1toS2,456,0.5081967213114754,0.9344262295081968,0.8032786885245902,0.9180327868852459,0.8032786885245902,0.9508196721311476,384,10
1.1,S1.1_I_2_S1toS2,42,0.6229508196721312,0.9672131147540983,0.7540983606557377,0.9180327868852459,0.819672131147541,0.9672131147540984,384,10
1.1,S1.1_I_2_S1toS2,123,0.6885245901639344,0.9508196721311475,0.7213114754098361,0.9016393442622951,0.819672131147541,1.0,384,10
1.1,S1.1_I_2_S1toS2,456,0.6557377049180327,0.9672131147540983,0.7540983606557377,0.9016393442622951,0.8360655737704918,0.9836065573770492,384,10
1.1,S1.1_I_3_S1toS2,42,0.6885245901639344,0.9344262295081968,0.7213114754098361,0.9508196721311475,0.819672131147541,1.0,384,10
1.1,S1.1_I_3_S1toS2,123,0.639344262295082,0.9344262295081968,0.7049180327868853,0.9508196721311475,0.8852459016393442,1.0,384,10
1.1,S1.1_I_3_S1toS2,456,0.6229508196721312,0.9344262295081968,0.7213114754098361,0.9180327868852459,0.8360655737704918,0.9836065573770492,384,10
1.1,S1.1_T_1_S1toS2,42,0.6721311475409836,0.9508196721311475,0.7377049180327869,0.9344262295081968,0.8524590163934426,1.0,384,10
1.1,S1.1_T_1_S1toS2,123,0.6557377049180327,0.9508196721311475,0.7213114754098361,0.9344262295081968,0.8524590163934426,1.0,384,10
1.1,S1.1_T_1_S1toS2,456,0.6721311475409836,0.9180327868852459,0.7540983606557377,0.9180327868852459,0.7704918032786885,0.9672131147540984,384,10
1.1,S1.1_T_2_S1toS2,42,0.5901639344262295,0.8688524590163934,0.6885245901639344,0.8688524590163934,0.8524590163934426,0.9836065573770492,384,10
1.1,S1.1_T_2_S1toS2,123,0.6557377049180327,0.9016393442622951,0.7049180327868853,0.9180327868852459,0.8360655737704918,0.9836065573770492,384,10
1.1,S1.1_T_2_S1toS2,456,0.6557377049180327,0.8852459016393442,0.7049180327868853,0.9016393442622951,0.8360655737704918,0.9836065573770492,384,10
1.1,S1.1_T_3_S1toS2,42,0.5901639344262295,0.8852459016393442,0.7540983606557377,0.9180327868852459,0.819672131147541,0.9672131147540984,384,10
1.1,S1.1_T_3_S1toS2,123,0.5901639344262295,0.9016393442622951,0.7540983606557377,0.9508196721311475,0.8032786885245902,0.9836065573770492,384,10
1.1,S1.1_T_3_S1toS2,456,0.5901639344262295,0.9180327868852459,0.7540983606557377,0.9344262295081968,0.7868852459016393,0.9672131147540984,384,10
1.2,S1.2_F_1_S2toS1,42,0.5901639344262295,0.9016393442622951,0.7704918032786885,0.9344262295081968,0.8360655737704918,0.9836065573770492,384,10
1.2,S1.2_F_1_S2toS1,123,0.5409836065573771,0.9180327868852459,0.7540983606557377,0.9344262295081968,0.8032786885245902,0.9836065573770492,384,10
1.2,S1.2_F_1_S2toS1,456,0.6065573770491803,0.9016393442622951,0.7540983606557377,0.9344262295081968,0.8032786885245902,0.9672131147540984,384,10
1.2,S1.2_F_2_S2toS1,42,0.6557377049180327,0.9016393442622951,0.7049180327868853,0.9508196721311475,0.8524590163934426,1.0,384,10
1.2,S1.2_F_2_S2toS1,123,0.6229508196721312,0.9344262295081968,0.7213114754098361,0.9508196721311475,0.8524590163934426,1.0,384,10
1.2,S1.2_F_2_S2toS1,456,0.7049180327868853,0.9672131147540983,0.7213114754098361,0.9508196721311475,0.8852459016393442,0.9836065573770492,384,10
1.2,S1.2_F_3_S2toS1,42,0.6885245901639344,0.9508196721311475,0.7868852459016393,0.9180327868852459,0.8688524590163934,0.9836065573770492,384,10
1.2,S1.2_F_3_S2toS1,123,0.7213114754098361,0.9508196721311475,0.7868852459016393,0.9180327868852459,0.8688524590163934,0.9508196721311476,384,10
1.2,S1.2_F_3_S2toS1,456,0.6885245901639344,0.9672131147540983,0.7377049180327869,0.9180327868852459,0.8852459016393442,0.9836065573770492,384,10
1.2,S1.2_I_1_S2toS1,42,0.6065573770491803,0.8688524590163934,0.7868852459016393,0.9508196721311475,0.819672131147541,0.9672131147540984,384,10
1.2,S1.2_I_1_S2toS1,123,0.6229508196721312,0.8688524590163934,0.7868852459016393,0.9344262295081968,0.7868852459016393,0.9672131147540984,384,10
1.2,S1.2_I_1_S2toS1,456,0.5409836065573771,0.8688524590163934,0.8032786885245902,0.9508196721311475,0.7540983606557377,0.9672131147540984,384,10
1.2,S1.2_I_2_S2toS1,42,0.7049180327868853,0.9672131147540983,0.819672131147541,0.9508196721311475,0.8688524590163934,0.9672131147540984,384,10
1.2,S1.2_I_2_S2toS1,123,0.6557377049180327,0.9016393442622951,0.7704918032786885,0.9508196721311475,0.819672131147541,0.9836065573770492,384,10
1.2,S1.2_I_2_S2toS1,456,0.6721311475409836,0.9672131147540983,0.819672131147541,0.9344262295081968,0.8524590163934426,0.9672131147540984,384,10
1.2,S1.2_I_3_S2toS1,42,0.7213114754098361,0.8852459016393442,0.7213114754098361,0.9344262295081968,0.8688524590163934,1.0,384,10
1.2,S1.2_I_3_S2toS1,123,0.639344262295082,0.9344262295081968,0.7049180327868853,0.9672131147540983,0.8360655737704918,0.9508196721311476,384,10
1.2,S1.2_I_3_S2toS1,456,0.7049180327868853,0.9180327868852459,0.7049180327868853,0.9344262295081968,0.8688524590163934,0.9508196721311476,384,10
1.2,S1.2_T_1_S2toS1,42,0.6229508196721312,0.9344262295081968,0.7213114754098361,0.8852459016393442,0.8688524590163934,0.9836065573770492,384,10
1.2,S1.2_T_1_S2toS1,123,0.6721311475409836,0.9180327868852459,0.7540983606557377,0.9016393442622951,0.8852459016393442,1.0,384,10
1.2,S1.2_T_1_S2toS1,456,0.6229508196721312,0.9508196721311475,0.7377049180327869,0.9180327868852459,0.8688524590163934,1.0,384,10
1.2,S1.2_T_2_S2toS1,42,0.6065573770491803,0.8852459016393442,0.6721311475409836,0.9016393442622951,0.9016393442622952,1.0,384,10
1.2,S1.2_T_2_S2toS1,123,0.639344262295082,0.9508196721311475,0.6721311475409836,0.9344262295081968,0.8032786885245902,0.9836065573770492,384,10
1.2,S1.2_T_2_S2toS1,456,0.639344262295082,0.9344262295081968,0.6721311475409836,0.9180327868852459,0.7704918032786885,0.9508196721311476,384,10
1.2,S1.2_T_3_S2toS1,42,0.6065573770491803,0.9016393442622951,0.7540983606557377,0.9344262295081968,0.8360655737704918,0.9508196721311476,384,10
1.2,S1.2_T_3_S2toS1,123,0.5901639344262295,0.8852459016393442,0.7540983606557377,0.9344262295081968,0.819672131147541,0.9344262295081968,384,10
1.2,S1.2_T_3_S2toS1,456,0.5901639344262295,0.9180327868852459,0.7377049180327869,0.9180327868852459,0.819672131147541,0.9672131147540984,384,10
2.1,S2.1_FtoI_1_S1toS2,42,0.6721311475409836,0.9508196721311475,0.7540983606557377,0.9180327868852459,0.7049180327868853,0.9672131147540984,384,10
2.1,S2.1_FtoI_1_S1toS2,123,0.6721311475409836,0.9344262295081968,0.7213114754098361,0.9180327868852459,0.8360655737704918,1.0,384,10
2.1,S2.1_FtoI_1_S1toS2,456,0.6721311475409836,0.9344262295081968,0.7213114754098361,0.9180327868852459,0.7704918032786885,1.0,384,10
2.1,S2.1_FtoI_2_S1toS2,42,0.6229508196721312,0.9508196721311475,0.6721311475409836,0.9180327868852459,0.8852459016393442,0.9836065573770492,384,10
2.1,S2.1_FtoI_2_S1toS2,123,0.6721311475409836,0.9672131147540983,0.6885245901639344,0.9180327868852459,0.8688524590163934,0.9672131147540984,384,10
2.1,S2.1_FtoI_2_S1toS2,456,0.6885245901639344,0.9508196721311475,0.6885245901639344,0.9180327868852459,0.8524590163934426,0.9672131147540984,384,10
2.1,S2.1_FtoI_3_S1toS2,42,0.7049180327868853,0.9344262295081968,0.7213114754098361,0.9344262295081968,0.8688524590163934,1.0,384,10
2.1,S2.1_FtoI_3_S1toS2,123,0.6065573770491803,0.9344262295081968,0.7377049180327869,0.9672131147540983,0.7540983606557377,0.9836065573770492,384,10
2.1,S2.1_FtoI_3_S1toS2,456,0.6229508196721312,0.9344262295081968,0.7213114754098361,0.9344262295081968,0.8852459016393442,0.9836065573770492,384,10
2.1,S2.1_FtoT_1_S1toS2,42,0.6229508196721312,0.9508196721311475,0.7213114754098361,0.8852459016393442,0.8524590163934426,1.0,384,10
2.1,S2.1_FtoT_1_S1toS2,123,0.639344262295082,0.9508196721311475,0.7377049180327869,0.8852459016393442,0.819672131147541,1.0,384,10
2.1,S2.1_FtoT_1_S1toS2,456,0.7049180327868853,0.9836065573770492,0.7377049180327869,0.9016393442622951,0.819672131147541,0.9836065573770492,384,10
2.1,S2.1_FtoT_2_S1toS2,42,0.639344262295082,0.9344262295081968,0.6885245901639344,0.9344262295081968,0.819672131147541,0.9672131147540984,384,10
2.1,S2.1_FtoT_2_S1toS2,123,0.6065573770491803,0.9344262295081968,0.7049180327868853,0.9344262295081968,0.8524590163934426,0.9836065573770492,384,10
2.1,S2.1_FtoT_2_S1toS2,456,0.5573770491803278,0.8852459016393442,0.6885245901639344,0.9344262295081968,0.7704918032786885,0.9672131147540984,384,10
2.1,S2.1_FtoT_3_S1toS2,42,0.6721311475409836,0.9508196721311475,0.7377049180327869,0.9508196721311475,0.8852459016393442,0.9672131147540984,384,10
2.1,S2.1_FtoT_3_S1toS2,123,0.7049180327868853,0.9344262295081968,0.7540983606557377,0.9344262295081968,0.8524590163934426,0.9836065573770492,384,10
2.1,S2.1_FtoT_3_S1toS2,456,0.6721311475409836,0.9180327868852459,0.7540983606557377,0.9344262295081968,0.9016393442622952,1.0,384,10
2.1,S2.1_ItoT_1_S1toS2,42,0.7049180327868853,0.9836065573770492,0.7704918032786885,0.9344262295081968,0.8524590163934426,1.0,384,10
2.1,S2.1_ItoT_1_S1toS2,123,0.6721311475409836,0.9672131147540983,0.7377049180327869,0.9344262295081968,0.8852459016393442,1.0,384,10
2.1,S2.1_ItoT_1_S1toS2,456,0.6721311475409836,0.9672131147540983,0.7377049180327869,0.9180327868852459,0.819672131147541,0.9836065573770492,384,10
2.1,S2.1_ItoT_2_S1toS2,42,0.5901639344262295,0.9016393442622951,0.7377049180327869,0.9508196721311475,0.8360655737704918,0.9672131147540984,384,10
2.1,S2.1_ItoT_2_S1toS2,123,0.6557377049180327,0.8688524590163934,0.7049180327868853,0.9508196721311475,0.8524590163934426,1.0,384,10
2.1,S2.1_ItoT_2_S1toS2,456,0.6721311475409836,0.8360655737704918,0.7377049180327869,0.9508196721311475,0.7868852459016393,1.0,384,10
2.1,S2.1_ItoT_3_S1toS2,42,0.6229508196721312,0.9344262295081968,0.7377049180327869,0.9508196721311475,0.8524590163934426,0.9836065573770492,384,10
2.1,S2.1_ItoT_3_S1toS2,123,0.6721311475409836,0.9344262295081968,0.7540983606557377,0.9180327868852459,0.8688524590163934,0.9508196721311476,384,10
