model,experiment,random_seed,early_stopping,k_value,train_top_k_accuracy,test_top_k_accuracy,model_path,hyperparameters,timestamp
SVM,FI_vs_T_seed42,42,False,3,0.0,0.041666666666666664,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FI_vs_T_seed42,42,False,4,0.0,0.05555555555555555,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FI_vs_T_seed42,42,False,5,0.0,0.05555555555555555,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
RandomForest,FI_vs_T_seed123,123,False,1,1.0,0.9444444444444444,experiment_results_2025-05-26T21-15-48/randomforest_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T21-15-48
RandomForest,FI_vs_T_seed123,123,False,2,1.0,0.9722222222222222,experiment_results_2025-05-26T21-15-48/randomforest_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T21-15-48
RandomForest,FI_vs_T_seed123,123,False,3,1.0,1.0,experiment_results_2025-05-26T21-15-48/randomforest_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T21-15-48
RandomForest,FI_vs_T_seed123,123,False,4,1.0,1.0,experiment_results_2025-05-26T21-15-48/randomforest_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T21-15-48
RandomForest,FI_vs_T_seed123,123,False,5,1.0,1.0,experiment_results_2025-05-26T21-15-48/randomforest_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T21-15-48
XGBoost,FI_vs_T_seed123,123,False,1,1.0,0.6805555555555556,experiment_results_2025-05-26T21-15-48/xgboost_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FI_vs_T_seed123,123,False,2,1.0,0.8333333333333334,experiment_results_2025-05-26T21-15-48/xgboost_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FI_vs_T_seed123,123,False,3,1.0,0.875,experiment_results_2025-05-26T21-15-48/xgboost_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FI_vs_T_seed123,123,False,4,1.0,0.9166666666666666,experiment_results_2025-05-26T21-15-48/xgboost_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FI_vs_T_seed123,123,False,5,1.0,0.9305555555555556,experiment_results_2025-05-26T21-15-48/xgboost_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
CatBoost,FI_vs_T_seed123,123,False,1,1.0,0.9583333333333334,experiment_results_2025-05-26T21-15-48/catboost_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T21-15-48
CatBoost,FI_vs_T_seed123,123,False,2,1.0,1.0,experiment_results_2025-05-26T21-15-48/catboost_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T21-15-48
CatBoost,FI_vs_T_seed123,123,False,3,1.0,1.0,experiment_results_2025-05-26T21-15-48/catboost_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T21-15-48
CatBoost,FI_vs_T_seed123,123,False,4,1.0,1.0,experiment_results_2025-05-26T21-15-48/catboost_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T21-15-48
CatBoost,FI_vs_T_seed123,123,False,5,1.0,1.0,experiment_results_2025-05-26T21-15-48/catboost_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T21-15-48
SVM,FI_vs_T_seed123,123,False,1,0.2638888888888889,0.16666666666666666,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FI_vs_T_seed123,123,False,2,0.4027777777777778,0.19444444444444445,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FI_vs_T_seed123,123,False,3,0.4375,0.25,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FI_vs_T_seed123,123,False,4,0.4583333333333333,0.3194444444444444,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FI_vs_T_seed123,123,False,5,0.5,0.3888888888888889,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
RandomForest,FI_vs_T_seed456,456,False,1,1.0,0.9444444444444444,experiment_results_2025-05-26T21-15-48/randomforest_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T21-15-48
RandomForest,FI_vs_T_seed456,456,False,2,1.0,0.9861111111111112,experiment_results_2025-05-26T21-15-48/randomforest_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T21-15-48
RandomForest,FI_vs_T_seed456,456,False,3,1.0,1.0,experiment_results_2025-05-26T21-15-48/randomforest_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T21-15-48
RandomForest,FI_vs_T_seed456,456,False,4,1.0,1.0,experiment_results_2025-05-26T21-15-48/randomforest_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T21-15-48
RandomForest,FI_vs_T_seed456,456,False,5,1.0,1.0,experiment_results_2025-05-26T21-15-48/randomforest_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T21-15-48
XGBoost,FI_vs_T_seed456,456,False,1,1.0,0.7361111111111112,experiment_results_2025-05-26T21-15-48/xgboost_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FI_vs_T_seed456,456,False,2,1.0,0.8333333333333334,experiment_results_2025-05-26T21-15-48/xgboost_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FI_vs_T_seed456,456,False,3,1.0,0.8888888888888888,experiment_results_2025-05-26T21-15-48/xgboost_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FI_vs_T_seed456,456,False,4,1.0,0.9166666666666666,experiment_results_2025-05-26T21-15-48/xgboost_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FI_vs_T_seed456,456,False,5,1.0,0.9305555555555556,experiment_results_2025-05-26T21-15-48/xgboost_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
CatBoost,FI_vs_T_seed456,456,False,1,1.0,0.9583333333333334,experiment_results_2025-05-26T21-15-48/catboost_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'border_count': 64, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",2025-05-26T21-15-48
CatBoost,FI_vs_T_seed456,456,False,2,1.0,0.9583333333333334,experiment_results_2025-05-26T21-15-48/catboost_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'border_count': 64, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",2025-05-26T21-15-48
CatBoost,FI_vs_T_seed456,456,False,3,1.0,1.0,experiment_results_2025-05-26T21-15-48/catboost_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'border_count': 64, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",2025-05-26T21-15-48
CatBoost,FI_vs_T_seed456,456,False,4,1.0,1.0,experiment_results_2025-05-26T21-15-48/catboost_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'border_count': 64, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",2025-05-26T21-15-48
CatBoost,FI_vs_T_seed456,456,False,5,1.0,1.0,experiment_results_2025-05-26T21-15-48/catboost_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'border_count': 64, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",2025-05-26T21-15-48
SVM,FI_vs_T_seed456,456,False,1,0.10416666666666667,0.041666666666666664,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FI_vs_T_seed456,456,False,2,0.1388888888888889,0.125,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FI_vs_T_seed456,456,False,3,0.1527777777777778,0.1527777777777778,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FI_vs_T_seed456,456,False,4,0.18055555555555555,0.18055555555555555,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FI_vs_T_seed456,456,False,5,0.2361111111111111,0.2361111111111111,experiment_results_2025-05-26T21-15-48/svm_FI_vs_T_seed456_2025-05-26T21-15-48_seed456.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
RandomForest,FT_vs_I_seed42,42,False,1,1.0,0.9166666666666666,experiment_results_2025-05-26T21-15-48/randomforest_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T21-15-48
RandomForest,FT_vs_I_seed42,42,False,2,1.0,0.9861111111111112,experiment_results_2025-05-26T21-15-48/randomforest_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T21-15-48
RandomForest,FT_vs_I_seed42,42,False,3,1.0,1.0,experiment_results_2025-05-26T21-15-48/randomforest_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T21-15-48
RandomForest,FT_vs_I_seed42,42,False,4,1.0,1.0,experiment_results_2025-05-26T21-15-48/randomforest_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T21-15-48
RandomForest,FT_vs_I_seed42,42,False,5,1.0,1.0,experiment_results_2025-05-26T21-15-48/randomforest_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T21-15-48
XGBoost,FT_vs_I_seed42,42,False,1,1.0,0.8333333333333334,experiment_results_2025-05-26T21-15-48/xgboost_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FT_vs_I_seed42,42,False,2,1.0,0.875,experiment_results_2025-05-26T21-15-48/xgboost_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FT_vs_I_seed42,42,False,3,1.0,0.9166666666666666,experiment_results_2025-05-26T21-15-48/xgboost_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FT_vs_I_seed42,42,False,4,1.0,0.9444444444444444,experiment_results_2025-05-26T21-15-48/xgboost_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
XGBoost,FT_vs_I_seed42,42,False,5,1.0,0.9583333333333334,experiment_results_2025-05-26T21-15-48/xgboost_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T21-15-48
CatBoost,FT_vs_I_seed42,42,False,1,1.0,0.8888888888888888,experiment_results_2025-05-26T21-15-48/catboost_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T21-15-48
CatBoost,FT_vs_I_seed42,42,False,2,1.0,0.9722222222222222,experiment_results_2025-05-26T21-15-48/catboost_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T21-15-48
CatBoost,FT_vs_I_seed42,42,False,3,1.0,0.9861111111111112,experiment_results_2025-05-26T21-15-48/catboost_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T21-15-48
CatBoost,FT_vs_I_seed42,42,False,4,1.0,0.9861111111111112,experiment_results_2025-05-26T21-15-48/catboost_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T21-15-48
CatBoost,FT_vs_I_seed42,42,False,5,1.0,1.0,experiment_results_2025-05-26T21-15-48/catboost_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T21-15-48
SVM,FT_vs_I_seed42,42,False,1,0.0,0.0,experiment_results_2025-05-26T21-15-48/svm_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FT_vs_I_seed42,42,False,2,0.0,0.013888888888888888,experiment_results_2025-05-26T21-15-48/svm_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FT_vs_I_seed42,42,False,3,0.0,0.027777777777777776,experiment_results_2025-05-26T21-15-48/svm_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FT_vs_I_seed42,42,False,4,0.006944444444444444,0.05555555555555555,experiment_results_2025-05-26T21-15-48/svm_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
SVM,FT_vs_I_seed42,42,False,5,0.013888888888888888,0.05555555555555555,experiment_results_2025-05-26T21-15-48/svm_FT_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T21-15-48
RandomForest,FT_vs_I_seed123,123,False,1,1.0,0.9166666666666666,experiment_results_2025-05-26T21-15-48/randomforest_FT_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T21-15-48
RandomForest,FT_vs_I_seed123,123,False,2,1.0,0.9722222222222222,experiment_results_2025-05-26T21-15-48/randomforest_FT_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T21-15-48
RandomForest,FT_vs_I_seed123,123,False,3,1.0,0.9861111111111112,experiment_results_2025-05-26T21-15-48/randomforest_FT_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T21-15-48
RandomForest,FT_vs_I_seed123,123,False,4,1.0,0.9861111111111112,experiment_results_2025-05-26T21-15-48/randomforest_FT_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T21-15-48
