model,experiment,random_seed,early_stopping,model_path,hyperparameters,train_accuracy,train_f1_weighted,train_f1_macro,train_precision_weighted,train_precision_macro,train_recall_weighted,train_recall_macro,train_top_1_accuracy,train_top_2_accuracy,train_top_3_accuracy,train_top_4_accuracy,train_top_5_accuracy,train_recognition_rate,test_accuracy,test_f1_weighted,test_f1_macro,test_precision_weighted,test_precision_macro,test_recall_weighted,test_recall_macro,test_top_1_accuracy,test_top_2_accuracy,test_top_3_accuracy,test_top_4_accuracy,test_top_5_accuracy,test_recognition_rate
RandomForest,IT_vs_F_seed456,456,False,experiment_results_2025-05-26T21-15-48/randomforest_IT_vs_F_seed456_2025-05-26T21-15-48_seed456.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.9018518518518519,0.9018518518518519,0.9166666666666665,0.9166666666666665,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.0
XGBoost,IT_vs_F_seed456,456,False,experiment_results_2025-05-26T21-15-48/xgboost_IT_vs_F_seed456_2025-05-26T21-15-48_seed456.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6527777777777778,0.6220899470899471,0.6220899470899471,0.6666666666666666,0.6666666666666666,0.6527777777777778,0.6527777777777778,0.6527777777777778,0.75,0.8333333333333334,0.875,0.9027777777777778,0.0
CatBoost,IT_vs_F_seed456,456,False,experiment_results_2025-05-26T21-15-48/catboost_IT_vs_F_seed456_2025-05-26T21-15-48_seed456.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8888888888888888,0.875925925925926,0.875925925925926,0.898148148148148,0.898148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.0
SVM,IT_vs_F_seed456,456,False,experiment_results_2025-05-26T21-15-48/svm_IT_vs_F_seed456_2025-05-26T21-15-48_seed456.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.4166666666666667,0.4105023063356397,0.4105023063356397,0.6021461160953914,0.6021461160953914,0.4166666666666667,0.4166666666666667,0.0,0.0,0.006944444444444444,0.020833333333333332,0.020833333333333332,0.0,0.125,0.09151234567901234,0.09151234567901234,0.08779761904761904,0.08779761904761904,0.125,0.125,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0
RandomForest,TF_vs_I_seed42,42,False,experiment_results_2025-05-26T21-15-48/randomforest_TF_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.9037037037037037,0.9037037037037037,0.9212962962962964,0.9212962962962964,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9861111111111112,1.0,1.0,1.0,0.0
XGBoost,TF_vs_I_seed42,42,False,experiment_results_2025-05-26T21-15-48/xgboost_TF_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,0.8074074074074074,0.8074074074074074,0.8425925925925926,0.8425925925925926,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.875,0.9166666666666666,0.9444444444444444,0.9583333333333334,0.0
CatBoost,TF_vs_I_seed42,42,False,experiment_results_2025-05-26T21-15-48/catboost_TF_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8888888888888888,0.875,0.875,0.898148148148148,0.898148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9722222222222222,0.9861111111111112,0.9861111111111112,1.0,0.0
SVM,TF_vs_I_seed42,42,False,experiment_results_2025-05-26T21-15-48/svm_TF_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.4513888888888889,0.4598207166834618,0.4598207166834618,0.7162396245729579,0.7162396245729579,0.4513888888888889,0.4513888888888889,0.0,0.0,0.0,0.006944444444444444,0.013888888888888888,0.0,0.125,0.07805959472626138,0.07805959472626138,0.08320306236972903,0.08320306236972903,0.125,0.125,0.0,0.013888888888888888,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.0
RandomForest,TF_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/randomforest_TF_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.9037037037037037,0.9037037037037037,0.9212962962962964,0.9212962962962964,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.0
XGBoost,TF_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/xgboost_TF_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7916666666666666,0.7759259259259258,0.7759259259259258,0.8194444444444443,0.8194444444444443,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.8611111111111112,0.9027777777777778,0.9444444444444444,0.9583333333333334,0.0
CatBoost,TF_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/catboost_TF_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.05}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9305555555555556,0.9277777777777777,0.9277777777777777,0.9444444444444444,0.9444444444444444,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9722222222222222,0.9861111111111112,1.0,1.0,0.0
SVM,TF_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/svm_TF_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.4513888888888889,0.4598207166834618,0.4598207166834618,0.7162396245729579,0.7162396245729579,0.4513888888888889,0.4513888888888889,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888,0.0,0.125,0.07805959472626138,0.07805959472626138,0.08320306236972903,0.08320306236972903,0.125,0.125,0.0,0.027777777777777776,0.05555555555555555,0.06944444444444445,0.06944444444444445,0.0
RandomForest,TF_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/randomforest_TF_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9444444444444444,0.9407407407407408,0.9407407407407408,0.9629629629629629,0.9629629629629629,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0
XGBoost,TF_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/xgboost_TF_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7777777777777778,0.7537037037037037,0.7537037037037037,0.7962962962962963,0.7962962962962963,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.9166666666666666,0.9166666666666666,0.9305555555555556,0.0
CatBoost,TF_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/catboost_TF_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'border_count': 64, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.05}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9027777777777778,0.8888888888888888,0.8888888888888888,0.898148148148148,0.898148148148148,0.9027777777777778,0.9027777777777778,0.9027777777777778,0.9583333333333334,0.9583333333333334,0.9722222222222222,1.0,0.0
SVM,TF_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/svm_TF_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.4513888888888889,0.4598207166834618,0.4598207166834618,0.7162396245729579,0.7162396245729579,0.4513888888888889,0.4513888888888889,0.0,0.0,0.006944444444444444,0.013888888888888888,0.013888888888888888,0.0,0.125,0.07805959472626138,0.07805959472626138,0.08320306236972903,0.08320306236972903,0.125,0.125,0.0,0.027777777777777776,0.05555555555555555,0.06944444444444445,0.06944444444444445,0.0
RandomForest,TI_vs_F_seed42,42,False,experiment_results_2025-05-26T21-15-48/randomforest_TI_vs_F_seed42_2025-05-26T21-15-48_seed42.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9305555555555556,0.9166666666666666,0.9166666666666666,0.9259259259259258,0.9259259259259258,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.0
XGBoost,TI_vs_F_seed42,42,False,experiment_results_2025-05-26T21-15-48/xgboost_TI_vs_F_seed42_2025-05-26T21-15-48_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6805555555555556,0.6506613756613757,0.6506613756613757,0.6925925925925926,0.6925925925925926,0.6805555555555556,0.6805555555555556,0.6805555555555556,0.7916666666666666,0.8472222222222222,0.875,0.9305555555555556,0.0
CatBoost,TI_vs_F_seed42,42,False,experiment_results_2025-05-26T21-15-48/catboost_TI_vs_F_seed42_2025-05-26T21-15-48_seed42.pkl,"{'border_count': 32, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.9055555555555556,0.9055555555555556,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.0
SVM,TI_vs_F_seed42,42,False,experiment_results_2025-05-26T21-15-48/svm_TI_vs_F_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.4166666666666667,0.4105023063356397,0.4105023063356397,0.6021461160953914,0.6021461160953914,0.4166666666666667,0.4166666666666667,0.0,0.0,0.006944444444444444,0.006944444444444444,0.013888888888888888,0.0,0.125,0.09151234567901234,0.09151234567901234,0.08779761904761904,0.08779761904761904,0.125,0.125,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0
RandomForest,TI_vs_F_seed123,123,False,experiment_results_2025-05-26T21-15-48/randomforest_TI_vs_F_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.9037037037037037,0.9037037037037037,0.9212962962962963,0.9212962962962963,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.0
XGBoost,TI_vs_F_seed123,123,False,experiment_results_2025-05-26T21-15-48/xgboost_TI_vs_F_seed123_2025-05-26T21-15-48_seed123.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6388888888888888,0.5943121693121693,0.5943121693121693,0.625,0.625,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.7222222222222222,0.8194444444444444,0.8888888888888888,0.9027777777777778,0.0
CatBoost,TI_vs_F_seed123,123,False,experiment_results_2025-05-26T21-15-48/catboost_TI_vs_F_seed123_2025-05-26T21-15-48_seed123.pkl,"{'border_count': 64, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9305555555555556,0.9175925925925925,0.9175925925925925,0.9212962962962963,0.9212962962962963,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.0
SVM,TI_vs_F_seed123,123,False,experiment_results_2025-05-26T21-15-48/svm_TI_vs_F_seed123_2025-05-26T21-15-48_seed123.pkl,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.6388888888888888,0.6386015219348553,0.6386015219348553,0.752252685586019,0.752252685586019,0.6388888888888888,0.6388888888888888,0.2847222222222222,0.3611111111111111,0.4444444444444444,0.4861111111111111,0.5069444444444444,0.0,0.19444444444444445,0.1669753086419753,0.1669753086419753,0.17691798941798942,0.17691798941798942,0.19444444444444445,0.19444444444444445,0.1111111111111111,0.20833333333333334,0.2638888888888889,0.3333333333333333,0.375,0.0
RandomForest,TI_vs_F_seed456,456,False,experiment_results_2025-05-26T21-15-48/randomforest_TI_vs_F_seed456_2025-05-26T21-15-48_seed456.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9166666666666666,0.9018518518518519,0.9018518518518519,0.9166666666666665,0.9166666666666665,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.0
XGBoost,TI_vs_F_seed456,456,False,experiment_results_2025-05-26T21-15-48/xgboost_TI_vs_F_seed456_2025-05-26T21-15-48_seed456.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6527777777777778,0.6220899470899471,0.6220899470899471,0.6666666666666666,0.6666666666666666,0.6527777777777778,0.6527777777777778,0.6527777777777778,0.75,0.8333333333333334,0.875,0.9027777777777778,0.0
CatBoost,TI_vs_F_seed456,456,False,experiment_results_2025-05-26T21-15-48/catboost_TI_vs_F_seed456_2025-05-26T21-15-48_seed456.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8888888888888888,0.875925925925926,0.875925925925926,0.898148148148148,0.898148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.0
SVM,TI_vs_F_seed456,456,False,experiment_results_2025-05-26T21-15-48/svm_TI_vs_F_seed456_2025-05-26T21-15-48_seed456.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.4166666666666667,0.4105023063356397,0.4105023063356397,0.6021461160953914,0.6021461160953914,0.4166666666666667,0.4166666666666667,0.0,0.0,0.006944444444444444,0.020833333333333332,0.020833333333333332,0.0,0.125,0.09151234567901234,0.09151234567901234,0.08779761904761904,0.08779761904761904,0.125,0.125,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0
RandomForest,F_vs_I_seed42,42,False,experiment_results_2025-05-26T21-15-48/randomforest_F_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8055555555555556,0.7816137566137566,0.7816137566137566,0.8166666666666667,0.8166666666666667,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.875,0.9166666666666666,0.9722222222222222,0.9861111111111112,0.0
XGBoost,F_vs_I_seed42,42,False,experiment_results_2025-05-26T21-15-48/xgboost_F_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5833333333333334,0.5559964726631393,0.5559964726631393,0.6023809523809525,0.6023809523809525,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.7222222222222222,0.8055555555555556,0.8333333333333334,0.8472222222222222,0.0
CatBoost,F_vs_I_seed42,42,False,experiment_results_2025-05-26T21-15-48/catboost_F_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'border_count': 64, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7777777777777778,0.7317460317460318,0.7317460317460318,0.7490740740740741,0.7490740740740741,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.875,0.8888888888888888,0.9027777777777778,0.9305555555555556,0.0
SVM,F_vs_I_seed42,42,False,experiment_results_2025-05-26T21-15-48/svm_F_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6111111111111112,0.632010582010582,0.632010582010582,0.7680555555555555,0.7680555555555555,0.6111111111111112,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.07222222222222222,0.07222222222222222,0.07881054131054131,0.07881054131054131,0.1111111111111111,0.1111111111111111,0.027777777777777776,0.041666666666666664,0.05555555555555555,0.05555555555555555,0.06944444444444445,0.0
RandomForest,F_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/randomforest_F_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,0.8103174603174603,0.8103174603174603,0.825925925925926,0.825925925925926,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9305555555555556,0.9722222222222222,0.9722222222222222,0.0
XGBoost,F_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/xgboost_F_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5555555555555556,0.5231481481481481,0.5231481481481481,0.5509259259259259,0.5509259259259259,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7222222222222222,0.7916666666666666,0.8472222222222222,0.875,0.0
CatBoost,F_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/catboost_F_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 1, 'learning_rate': 0.05}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7222222222222222,0.6705026455026455,0.6705026455026455,0.6685185185185184,0.6685185185185184,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.875,0.8888888888888888,0.9027777777777778,0.9583333333333334,0.0
SVM,F_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/svm_F_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6111111111111112,0.632010582010582,0.632010582010582,0.7680555555555555,0.7680555555555555,0.6111111111111112,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.07222222222222222,0.07222222222222222,0.07881054131054131,0.07881054131054131,0.1111111111111111,0.1111111111111111,0.027777777777777776,0.041666666666666664,0.05555555555555555,0.05555555555555555,0.06944444444444445,0.0
RandomForest,F_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/randomforest_F_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.7317460317460318,0.7317460317460318,0.7907407407407407,0.7907407407407407,0.75,0.75,0.75,0.8472222222222222,0.8888888888888888,0.9444444444444444,0.9861111111111112,0.0
XGBoost,F_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/xgboost_F_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.4452160493827161,0.4452160493827161,0.4616402116402116,0.4616402116402116,0.5,0.5,0.5,0.625,0.75,0.7916666666666666,0.8194444444444444,0.0
CatBoost,F_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/catboost_F_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'border_count': 32, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7916666666666666,0.7666666666666666,0.7666666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.8472222222222222,0.8888888888888888,0.9444444444444444,0.9722222222222222,0.0
SVM,F_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/svm_F_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6111111111111112,0.632010582010582,0.632010582010582,0.7680555555555555,0.7680555555555555,0.6111111111111112,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.07222222222222222,0.07222222222222222,0.07881054131054131,0.07881054131054131,0.1111111111111111,0.1111111111111111,0.027777777777777776,0.041666666666666664,0.05555555555555555,0.05555555555555555,0.06944444444444445,0.0
RandomForest,F_vs_T_seed42,42,False,experiment_results_2025-05-26T21-15-48/randomforest_F_vs_T_seed42_2025-05-26T21-15-48_seed42.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7638888888888888,0.7362433862433863,0.7362433862433863,0.7564814814814815,0.7564814814814815,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.8472222222222222,0.8888888888888888,0.9166666666666666,0.9583333333333334,0.0
XGBoost,F_vs_T_seed42,42,False,experiment_results_2025-05-26T21-15-48/xgboost_F_vs_T_seed42_2025-05-26T21-15-48_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4583333333333333,0.43324514991181656,0.43324514991181656,0.469510582010582,0.469510582010582,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.6666666666666666,0.7638888888888888,0.8472222222222222,0.9027777777777778,0.0
CatBoost,F_vs_T_seed42,42,False,experiment_results_2025-05-26T21-15-48/catboost_F_vs_T_seed42_2025-05-26T21-15-48_seed42.pkl,"{'border_count': 64, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7638888888888888,0.7269841269841271,0.7269841269841271,0.724074074074074,0.724074074074074,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.8472222222222222,0.9444444444444444,0.9583333333333334,0.9583333333333334,0.0
SVM,F_vs_T_seed42,42,False,experiment_results_2025-05-26T21-15-48/svm_F_vs_T_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6111111111111112,0.632010582010582,0.632010582010582,0.7680555555555555,0.7680555555555555,0.6111111111111112,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.08009259259259259,0.08009259259259259,0.07768620268620269,0.07768620268620269,0.125,0.125,0.013888888888888888,0.041666666666666664,0.041666666666666664,0.05555555555555555,0.08333333333333333,0.0
RandomForest,F_vs_T_seed123,123,False,experiment_results_2025-05-26T21-15-48/randomforest_F_vs_T_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8472222222222222,0.8222222222222223,0.8222222222222223,0.837962962962963,0.837962962962963,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.9027777777777778,0.9166666666666666,0.9444444444444444,0.9861111111111112,0.0
